payment_id,subscription_id,user_id,payment_date,amount_inr,payment_method,payment_status
PAY0029433,SUB004221,USR003695,2025-06-23,499,Debit Card,Success
PAY0029434,SUB004221,USR003695,2025-07-23,499,Credit Card,Success
PAY0029435,SUB004221,USR003695,2025-08-22,499,Credit Card,Success
PAY0029436,SUB004221,USR003695,2025-09-21,499,Net Banking,Success
PAY0029437,SUB004221,USR003695,2025-10-21,499,UPI,Success
PAY0029438,SUB004221,USR003695,2025-11-20,499,Credit Card,Failed
PAY0029439,SUB004222,USR003696,2025-05-02,149,UPI,Success
PAY0029440,SUB004222,USR003696,2025-06-01,149,Debit Card,Success
PAY0029441,SUB004222,USR003696,2025-07-01,149,UPI,Success
PAY0029442,SUB004222,USR003696,2025-07-31,149,UPI,Success
PAY0029443,SUB004223,USR003696,2025-08-07,499,Credit Card,Success
PAY0029444,SUB004223,USR003696,2025-09-06,499,UPI,Success
PAY0029445,SUB004223,USR003696,2025-10-06,499,Credit Card,Success
PAY0029446,SUB004223,USR003696,2025-11-05,499,UPI,Success
PAY0029447,SUB004223,USR003696,2025-12-05,499,Credit Card,Success
PAY0029448,SUB004224,USR003697,2025-03-14,499,UPI,Success
PAY0029449,SUB004224,USR003697,2025-04-13,499,UPI,Success
PAY0029450,SUB004224,USR003697,2025-05-13,499,UPI,Success
PAY0029451,SUB004224,USR003697,2025-06-12,499,UPI,Success
PAY0029452,SUB004224,USR003697,2025-07-12,499,UPI,Success
PAY0029453,SUB004224,USR003697,2025-08-11,499,Debit Card,Success
PAY0029454,SUB004224,USR003697,2025-09-10,499,Credit Card,Success
PAY0029455,SUB004224,USR003697,2025-10-10,499,Credit Card,Success
PAY0029456,SUB004224,USR003697,2025-11-09,499,Credit Card,Success
PAY0029457,SUB004224,USR003697,2025-12-09,499,Credit Card,Success
PAY0029458,SUB004225,USR003698,2025-05-12,149,UPI,Success
PAY0029459,SUB004225,USR003698,2025-06-11,149,Wallet,Success
PAY0029460,SUB004225,USR003698,2025-07-11,149,Wallet,Success
PAY0029461,SUB004225,USR003698,2025-08-10,149,UPI,Success
PAY0029462,SUB004225,USR003698,2025-09-09,149,Net Banking,Success
PAY0029463,SUB004225,USR003698,2025-10-09,149,Credit Card,Success
PAY0029464,SUB004225,USR003698,2025-11-08,149,UPI,Failed
PAY0029465,SUB004225,USR003698,2025-12-08,149,Debit Card,Success
PAY0029466,SUB004226,USR003699,2025-09-11,149,Wallet,Success
PAY0029467,SUB004226,USR003699,2025-10-11,149,UPI,Success
PAY0029468,SUB004226,USR003699,2025-11-10,149,Debit Card,Failed
PAY0029469,SUB004226,USR003699,2025-12-10,149,Credit Card,Success
PAY0029470,SUB004227,USR003700,2025-03-16,499,Wallet,Success
PAY0029471,SUB004227,USR003700,2025-04-15,499,Credit Card,Success
PAY0029472,SUB004227,USR003700,2025-05-15,499,UPI,Success
PAY0029473,SUB004227,USR003700,2025-06-14,499,Credit Card,Success
PAY0029474,SUB004227,USR003700,2025-07-14,499,Debit Card,Success
PAY0029475,SUB004227,USR003700,2025-08-13,499,Wallet,Success
PAY0029476,SUB004227,USR003700,2025-09-12,499,UPI,Success
PAY0029477,SUB004227,USR003700,2025-10-12,499,Net Banking,Success
PAY0029478,SUB004227,USR003700,2025-11-11,499,Credit Card,Success
PAY0029479,SUB004227,USR003700,2025-12-11,499,Credit Card,Success
PAY0029480,SUB004228,USR003701,2025-05-25,799,Credit Card,Success
PAY0029481,SUB004228,USR003701,2025-06-24,799,UPI,Success
PAY0029482,SUB004228,USR003701,2025-07-24,799,UPI,Success
PAY0029483,SUB004228,USR003701,2025-08-23,799,Net Banking,Success
PAY0029484,SUB004229,USR003701,2025-08-29,799,Credit Card,Success
PAY0029485,SUB004229,USR003701,2025-09-28,799,UPI,Success
PAY0029486,SUB004229,USR003701,2025-10-28,799,Debit Card,Success
PAY0029487,SUB004229,USR003701,2025-11-27,799,UPI,Success
PAY0029488,SUB004229,USR003701,2025-12-27,799,Credit Card,Success
PAY0029489,SUB004230,USR003702,2025-05-10,499,UPI,Success
PAY0029490,SUB004230,USR003702,2025-06-09,499,Credit Card,Success
PAY0029491,SUB004230,USR003702,2025-07-09,499,UPI,Success
PAY0029492,SUB004230,USR003702,2025-08-08,499,Credit Card,Success
PAY0029493,SUB004230,USR003702,2025-09-07,499,Net Banking,Success
PAY0029494,SUB004230,USR003702,2025-10-07,499,Debit Card,Success
PAY0029495,SUB004231,USR003702,2025-11-04,499,Debit Card,Success
PAY0029496,SUB004231,USR003702,2025-12-04,499,Debit Card,Success
PAY0029497,SUB004232,USR003703,2025-03-08,149,Wallet,Success
PAY0029498,SUB004232,USR003703,2025-04-07,149,Debit Card,Success
PAY0029499,SUB004232,USR003703,2025-05-07,149,Net Banking,Success
PAY0029500,SUB004232,USR003703,2025-06-06,149,UPI,Success
PAY0029501,SUB004232,USR003703,2025-07-06,149,UPI,Success
PAY0029502,SUB004232,USR003703,2025-08-05,149,Debit Card,Success
PAY0029503,SUB004232,USR003703,2025-09-04,149,UPI,Failed
PAY0029504,SUB004232,USR003703,2025-10-04,149,UPI,Success
PAY0029505,SUB004232,USR003703,2025-11-03,149,UPI,Success
PAY0029506,SUB004232,USR003703,2025-12-03,149,UPI,Success
PAY0029507,SUB004233,USR003704,2025-08-07,499,UPI,Success
PAY0029508,SUB004233,USR003704,2025-09-06,499,Wallet,Success
PAY0029509,SUB004233,USR003704,2025-10-06,499,UPI,Success
PAY0029510,SUB004233,USR003704,2025-11-05,499,UPI,Success
PAY0029511,SUB004233,USR003704,2025-12-05,499,UPI,Success
PAY0029512,SUB004234,USR003705,2025-05-09,149,UPI,Success
PAY0029513,SUB004234,USR003705,2025-06-08,149,Wallet,Success
PAY0029514,SUB004234,USR003705,2025-07-08,149,Debit Card,Failed
PAY0029515,SUB004234,USR003705,2025-08-07,149,Net Banking,Failed
PAY0029516,SUB004234,USR003705,2025-09-06,149,Wallet,Success
PAY0029517,SUB004234,USR003705,2025-10-06,149,Credit Card,Success
PAY0029518,SUB004235,USR003706,2025-03-19,149,Credit Card,Success
PAY0029519,SUB004235,USR003706,2025-04-18,149,Credit Card,Success
PAY0029520,SUB004235,USR003706,2025-05-18,149,UPI,Success
PAY0029521,SUB004235,USR003706,2025-06-17,149,Net Banking,Success
PAY0029522,SUB004235,USR003706,2025-07-17,149,Debit Card,Success
PAY0029523,SUB004235,USR003706,2025-08-16,149,Credit Card,Success
PAY0029524,SUB004235,USR003706,2025-09-15,149,Credit Card,Success
PAY0029525,SUB004235,USR003706,2025-10-15,149,Net Banking,Success
PAY0029526,SUB004235,USR003706,2025-11-14,149,UPI,Failed
PAY0029527,SUB004235,USR003706,2025-12-14,149,UPI,Success
PAY0029528,SUB004236,USR003707,2025-04-07,149,Net Banking,Failed
PAY0029529,SUB004236,USR003707,2025-05-07,149,UPI,Success
PAY0029530,SUB004236,USR003707,2025-06-06,149,UPI,Success
PAY0029531,SUB004236,USR003707,2025-07-06,149,UPI,Success
PAY0029532,SUB004236,USR003707,2025-08-05,149,UPI,Success
PAY0029533,SUB004236,USR003707,2025-09-04,149,UPI,Success
PAY0029534,SUB004236,USR003707,2025-10-04,149,UPI,Success
PAY0029535,SUB004236,USR003707,2025-11-03,149,UPI,Success
PAY0029536,SUB004236,USR003707,2025-12-03,149,Credit Card,Success
PAY0029537,SUB004237,USR003708,2025-02-09,499,Credit Card,Success
PAY0029538,SUB004237,USR003708,2025-03-11,499,UPI,Success
PAY0029539,SUB004237,USR003708,2025-04-10,499,UPI,Failed
PAY0029540,SUB004237,USR003708,2025-05-10,499,Credit Card,Success
PAY0029541,SUB004237,USR003708,2025-06-09,499,UPI,Success
PAY0029542,SUB004237,USR003708,2025-07-09,499,UPI,Success
PAY0029543,SUB004237,USR003708,2025-08-08,499,UPI,Success
PAY0029544,SUB004237,USR003708,2025-09-07,499,UPI,Success
PAY0029545,SUB004238,USR003709,2025-05-29,299,Debit Card,Success
PAY0029546,SUB004238,USR003709,2025-06-28,299,UPI,Success
PAY0029547,SUB004238,USR003709,2025-07-28,299,Net Banking,Success
PAY0029548,SUB004238,USR003709,2025-08-27,299,UPI,Success
PAY0029549,SUB004238,USR003709,2025-09-26,299,UPI,Success
PAY0029550,SUB004238,USR003709,2025-10-26,299,Debit Card,Success
PAY0029551,SUB004238,USR003709,2025-11-25,299,Credit Card,Success
PAY0029552,SUB004238,USR003709,2025-12-25,299,UPI,Success
PAY0029553,SUB004239,USR003710,2025-05-30,499,Wallet,Success
PAY0029554,SUB004239,USR003710,2025-06-29,499,UPI,Failed
PAY0029555,SUB004239,USR003710,2025-07-29,499,UPI,Failed
PAY0029556,SUB004239,USR003710,2025-08-28,499,Credit Card,Success
PAY0029557,SUB004239,USR003710,2025-09-27,499,Net Banking,Failed
PAY0029558,SUB004239,USR003710,2025-10-27,499,Credit Card,Success
PAY0029559,SUB004239,USR003710,2025-11-26,499,UPI,Failed
PAY0029560,SUB004239,USR003710,2025-12-26,499,Debit Card,Success
PAY0029561,SUB004240,USR003711,2025-05-01,299,Credit Card,Success
PAY0029562,SUB004240,USR003711,2025-05-31,299,Debit Card,Success
PAY0029563,SUB004240,USR003711,2025-06-30,299,UPI,Success
PAY0029564,SUB004240,USR003711,2025-07-30,299,UPI,Success
PAY0029565,SUB004240,USR003711,2025-08-29,299,UPI,Failed
PAY0029566,SUB004240,USR003711,2025-09-28,299,Wallet,Success
PAY0029567,SUB004240,USR003711,2025-10-28,299,UPI,Success
PAY0029568,SUB004240,USR003711,2025-11-27,299,Credit Card,Success
PAY0029569,SUB004240,USR003711,2025-12-27,299,Wallet,Success
PAY0029570,SUB004241,USR003712,2025-04-15,499,UPI,Success
PAY0029571,SUB004241,USR003712,2025-05-15,499,UPI,Success
PAY0029572,SUB004241,USR003712,2025-06-14,499,UPI,Success
PAY0029573,SUB004241,USR003712,2025-07-14,499,Credit Card,Success
PAY0029574,SUB004241,USR003712,2025-08-13,499,Wallet,Success
PAY0029575,SUB004241,USR003712,2025-09-12,499,UPI,Success
PAY0029576,SUB004241,USR003712,2025-10-12,499,UPI,Success
PAY0029577,SUB004242,USR003713,2025-05-27,299,Credit Card,Failed
PAY0029578,SUB004242,USR003713,2025-06-26,299,Debit Card,Success
PAY0029579,SUB004242,USR003713,2025-07-26,299,Debit Card,Success
PAY0029580,SUB004242,USR003713,2025-08-25,299,Wallet,Success
PAY0029581,SUB004242,USR003713,2025-09-24,299,UPI,Success
PAY0029582,SUB004242,USR003713,2025-10-24,299,Credit Card,Success
PAY0029583,SUB004242,USR003713,2025-11-23,299,Net Banking,Success
PAY0029584,SUB004242,USR003713,2025-12-23,299,Net Banking,Success
PAY0029585,SUB004243,USR003714,2025-07-24,299,Debit Card,Success
PAY0029586,SUB004243,USR003714,2025-08-23,299,Net Banking,Success
PAY0029587,SUB004243,USR003714,2025-09-22,299,UPI,Success
PAY0029588,SUB004243,USR003714,2025-10-22,299,Debit Card,Failed
PAY0029589,SUB004243,USR003714,2025-11-21,299,Credit Card,Success
PAY0029590,SUB004243,USR003714,2025-12-21,299,Credit Card,Success
PAY0029591,SUB004244,USR003715,2025-06-22,499,UPI,Success
PAY0029592,SUB004244,USR003715,2025-07-22,499,Net Banking,Success
PAY0029593,SUB004244,USR003715,2025-08-21,499,Credit Card,Success
PAY0029594,SUB004244,USR003715,2025-09-20,499,UPI,Success
PAY0029595,SUB004244,USR003715,2025-10-20,499,UPI,Success
PAY0029596,SUB004244,USR003715,2025-11-19,499,Debit Card,Success
PAY0029597,SUB004244,USR003715,2025-12-19,499,Debit Card,Success
PAY0029598,SUB004245,USR003716,2025-01-23,499,Debit Card,Success
PAY0029599,SUB004245,USR003716,2025-02-22,499,UPI,Success
PAY0029600,SUB004245,USR003716,2025-03-24,499,Credit Card,Success
PAY0029601,SUB004245,USR003716,2025-04-23,499,UPI,Failed
PAY0029602,SUB004246,USR003717,2025-02-09,299,Credit Card,Success
PAY0029603,SUB004246,USR003717,2025-03-11,299,Wallet,Success
PAY0029604,SUB004246,USR003717,2025-04-10,299,Credit Card,Success
PAY0029605,SUB004246,USR003717,2025-05-10,299,UPI,Failed
PAY0029606,SUB004246,USR003717,2025-06-09,299,UPI,Success
PAY0029607,SUB004246,USR003717,2025-07-09,299,UPI,Success
PAY0029608,SUB004246,USR003717,2025-08-08,299,Debit Card,Success
PAY0029609,SUB004247,USR003717,2025-08-25,149,Credit Card,Success
PAY0029610,SUB004247,USR003717,2025-09-24,149,Wallet,Success
PAY0029611,SUB004247,USR003717,2025-10-24,149,Credit Card,Success
PAY0029612,SUB004247,USR003717,2025-11-23,149,Net Banking,Success
PAY0029613,SUB004247,USR003717,2025-12-23,149,Debit Card,Success
PAY0029614,SUB004248,USR003718,2025-04-12,499,Debit Card,Success
PAY0029615,SUB004248,USR003718,2025-05-12,499,UPI,Success
PAY0029616,SUB004248,USR003718,2025-06-11,499,Wallet,Success
PAY0029617,SUB004248,USR003718,2025-07-11,499,Credit Card,Success
PAY0029618,SUB004249,USR003719,2025-05-21,299,Credit Card,Success
PAY0029619,SUB004249,USR003719,2025-06-20,299,Wallet,Success
PAY0029620,SUB004249,USR003719,2025-07-20,299,UPI,Failed
PAY0029621,SUB004249,USR003719,2025-08-19,299,UPI,Success
PAY0029622,SUB004249,USR003719,2025-09-18,299,UPI,Success
PAY0029623,SUB004249,USR003719,2025-10-18,299,Net Banking,Success
PAY0029624,SUB004250,USR003720,2025-05-13,799,UPI,Success
PAY0029625,SUB004250,USR003720,2025-06-12,799,Wallet,Success
PAY0029626,SUB004250,USR003720,2025-07-12,799,UPI,Success
PAY0029627,SUB004250,USR003720,2025-08-11,799,Debit Card,Success
PAY0029628,SUB004250,USR003720,2025-09-10,799,UPI,Success
PAY0029629,SUB004250,USR003720,2025-10-10,799,Debit Card,Success
PAY0029630,SUB004250,USR003720,2025-11-09,799,Net Banking,Success
PAY0029631,SUB004250,USR003720,2025-12-09,799,Debit Card,Success
PAY0029632,SUB004251,USR003721,2025-04-24,299,UPI,Success
PAY0029633,SUB004251,USR003721,2025-05-24,299,Credit Card,Success
PAY0029634,SUB004251,USR003721,2025-06-23,299,Debit Card,Success
PAY0029635,SUB004251,USR003721,2025-07-23,299,Debit Card,Success
PAY0029636,SUB004251,USR003721,2025-08-22,299,Debit Card,Failed
PAY0029637,SUB004251,USR003721,2025-09-21,299,UPI,Success
PAY0029638,SUB004251,USR003721,2025-10-21,299,UPI,Success
PAY0029639,SUB004251,USR003721,2025-11-20,299,Debit Card,Success
PAY0029640,SUB004252,USR003722,2025-03-11,499,UPI,Success
PAY0029641,SUB004252,USR003722,2025-04-10,499,UPI,Success
PAY0029642,SUB004252,USR003722,2025-05-10,499,Wallet,Success
PAY0029643,SUB004252,USR003722,2025-06-09,499,UPI,Success
PAY0029644,SUB004252,USR003722,2025-07-09,499,Credit Card,Success
PAY0029645,SUB004252,USR003722,2025-08-08,499,UPI,Success
PAY0029646,SUB004253,USR003723,2025-04-11,299,UPI,Success
PAY0029647,SUB004253,USR003723,2025-05-11,299,Wallet,Success
PAY0029648,SUB004253,USR003723,2025-06-10,299,UPI,Success
PAY0029649,SUB004253,USR003723,2025-07-10,299,Debit Card,Success
PAY0029650,SUB004253,USR003723,2025-08-09,299,UPI,Success
PAY0029651,SUB004253,USR003723,2025-09-08,299,Credit Card,Success
PAY0029652,SUB004253,USR003723,2025-10-08,299,UPI,Success
PAY0029653,SUB004253,USR003723,2025-11-07,299,UPI,Success
PAY0029654,SUB004253,USR003723,2025-12-07,299,Credit Card,Success
PAY0029655,SUB004254,USR003724,2025-04-14,299,Debit Card,Success
PAY0029656,SUB004254,USR003724,2025-05-14,299,Debit Card,Success
PAY0029657,SUB004254,USR003724,2025-06-13,299,UPI,Success
PAY0029658,SUB004254,USR003724,2025-07-13,299,Wallet,Success
PAY0029659,SUB004254,USR003724,2025-08-12,299,UPI,Failed
PAY0029660,SUB004254,USR003724,2025-09-11,299,UPI,Success
PAY0029661,SUB004254,USR003724,2025-10-11,299,UPI,Failed
PAY0029662,SUB004254,USR003724,2025-11-10,299,UPI,Success
PAY0029663,SUB004255,USR003724,2025-11-22,499,Credit Card,Success
PAY0029664,SUB004255,USR003724,2025-12-22,499,UPI,Success
PAY0029665,SUB004256,USR003725,2025-03-15,499,Credit Card,Failed
PAY0029666,SUB004256,USR003725,2025-04-14,499,UPI,Success
PAY0029667,SUB004256,USR003725,2025-05-14,499,UPI,Success
PAY0029668,SUB004256,USR003725,2025-06-13,499,UPI,Success
PAY0029669,SUB004256,USR003725,2025-07-13,499,Credit Card,Success
PAY0029670,SUB004256,USR003725,2025-08-12,499,Credit Card,Success
PAY0029671,SUB004256,USR003725,2025-09-11,499,Debit Card,Success
PAY0029672,SUB004256,USR003725,2025-10-11,499,UPI,Success
PAY0029673,SUB004256,USR003725,2025-11-10,499,Debit Card,Success
PAY0029674,SUB004256,USR003725,2025-12-10,499,UPI,Success
PAY0029675,SUB004257,USR003726,2025-01-11,149,UPI,Success
PAY0029676,SUB004257,USR003726,2025-02-10,149,UPI,Success
PAY0029677,SUB004257,USR003726,2025-03-12,149,UPI,Success
PAY0029678,SUB004257,USR003726,2025-04-11,149,Credit Card,Success
PAY0029679,SUB004257,USR003726,2025-05-11,149,Wallet,Success
PAY0029680,SUB004257,USR003726,2025-06-10,149,Debit Card,Success
PAY0029681,SUB004257,USR003726,2025-07-10,149,UPI,Success
PAY0029682,SUB004257,USR003726,2025-08-09,149,Wallet,Success
PAY0029683,SUB004257,USR003726,2025-09-08,149,Credit Card,Success
PAY0029684,SUB004257,USR003726,2025-10-08,149,UPI,Success
PAY0029685,SUB004257,USR003726,2025-11-07,149,UPI,Success
PAY0029686,SUB004257,USR003726,2025-12-07,149,Debit Card,Success
PAY0029687,SUB004258,USR003727,2025-02-14,499,Credit Card,Success
PAY0029688,SUB004258,USR003727,2025-03-16,499,UPI,Success
PAY0029689,SUB004258,USR003727,2025-04-15,499,Credit Card,Success
PAY0029690,SUB004258,USR003727,2025-05-15,499,Credit Card,Success
PAY0029691,SUB004259,USR003727,2025-05-27,149,UPI,Success
PAY0029692,SUB004259,USR003727,2025-06-26,149,UPI,Success
PAY0029693,SUB004259,USR003727,2025-07-26,149,UPI,Success
PAY0029694,SUB004259,USR003727,2025-08-25,149,Debit Card,Success
PAY0029695,SUB004259,USR003727,2025-09-24,149,Credit Card,Success
PAY0029696,SUB004259,USR003727,2025-10-24,149,UPI,Success
PAY0029697,SUB004259,USR003727,2025-11-23,149,Credit Card,Success
PAY0029698,SUB004260,USR003728,2025-05-24,499,Credit Card,Success
PAY0029699,SUB004260,USR003728,2025-06-23,499,UPI,Success
PAY0029700,SUB004260,USR003728,2025-07-23,499,Debit Card,Failed
PAY0029701,SUB004260,USR003728,2025-08-22,499,Credit Card,Success
PAY0029702,SUB004260,USR003728,2025-09-21,499,Credit Card,Success
PAY0029703,SUB004260,USR003728,2025-10-21,499,UPI,Success
PAY0029704,SUB004260,USR003728,2025-11-20,499,UPI,Failed
PAY0029705,SUB004260,USR003728,2025-12-20,499,Credit Card,Success
PAY0029706,SUB004261,USR003729,2025-03-21,499,UPI,Success
PAY0029707,SUB004261,USR003729,2025-04-20,499,UPI,Success
PAY0029708,SUB004261,USR003729,2025-05-20,499,Credit Card,Success
PAY0029709,SUB004261,USR003729,2025-06-19,499,UPI,Success
PAY0029710,SUB004261,USR003729,2025-07-19,499,Wallet,Success
PAY0029711,SUB004261,USR003729,2025-08-18,499,Net Banking,Success
PAY0029712,SUB004261,USR003729,2025-09-17,499,UPI,Success
PAY0029713,SUB004261,USR003729,2025-10-17,499,Wallet,Success
PAY0029714,SUB004261,USR003729,2025-11-16,499,UPI,Success
PAY0029715,SUB004261,USR003729,2025-12-16,499,Credit Card,Success
PAY0029716,SUB004262,USR003730,2025-03-20,499,UPI,Success
PAY0029717,SUB004262,USR003730,2025-04-19,499,Debit Card,Failed
PAY0029718,SUB004262,USR003730,2025-05-19,499,Credit Card,Success
PAY0029719,SUB004262,USR003730,2025-06-18,499,Credit Card,Success
PAY0029720,SUB004262,USR003730,2025-07-18,499,Net Banking,Failed
PAY0029721,SUB004262,USR003730,2025-08-17,499,Debit Card,Success
PAY0029722,SUB004262,USR003730,2025-09-16,499,Credit Card,Success
PAY0029723,SUB004262,USR003730,2025-10-16,499,Credit Card,Success
PAY0029724,SUB004262,USR003730,2025-11-15,499,Credit Card,Success
PAY0029725,SUB004262,USR003730,2025-12-15,499,UPI,Success
PAY0029726,SUB004263,USR003731,2025-07-27,499,Credit Card,Success
PAY0029727,SUB004263,USR003731,2025-08-26,499,UPI,Success
PAY0029728,SUB004263,USR003731,2025-09-25,499,UPI,Success
PAY0029729,SUB004263,USR003731,2025-10-25,499,UPI,Failed
PAY0029730,SUB004263,USR003731,2025-11-24,499,UPI,Success
PAY0029731,SUB004263,USR003731,2025-12-24,499,UPI,Success
PAY0029732,SUB004264,USR003732,2025-05-10,149,Credit Card,Success
PAY0029733,SUB004264,USR003732,2025-06-09,149,Credit Card,Success
PAY0029734,SUB004264,USR003732,2025-07-09,149,UPI,Success
PAY0029735,SUB004264,USR003732,2025-08-08,149,UPI,Success
PAY0029736,SUB004264,USR003732,2025-09-07,149,UPI,Success
PAY0029737,SUB004264,USR003732,2025-10-07,149,Credit Card,Failed
PAY0029738,SUB004264,USR003732,2025-11-06,149,Credit Card,Success
PAY0029739,SUB004264,USR003732,2025-12-06,149,UPI,Success
PAY0029740,SUB004265,USR003733,2025-02-14,149,Credit Card,Success
PAY0029741,SUB004265,USR003733,2025-03-16,149,UPI,Success
PAY0029742,SUB004265,USR003733,2025-04-15,149,Credit Card,Success
PAY0029743,SUB004265,USR003733,2025-05-15,149,UPI,Success
PAY0029744,SUB004265,USR003733,2025-06-14,149,Credit Card,Success
PAY0029745,SUB004265,USR003733,2025-07-14,149,UPI,Success
PAY0029746,SUB004265,USR003733,2025-08-13,149,UPI,Success
PAY0029747,SUB004266,USR003734,2025-01-31,149,Debit Card,Success
PAY0029748,SUB004266,USR003734,2025-03-02,149,UPI,Success
PAY0029749,SUB004266,USR003734,2025-04-01,149,UPI,Failed
PAY0029750,SUB004266,USR003734,2025-05-01,149,Net Banking,Success
PAY0029751,SUB004266,USR003734,2025-05-31,149,UPI,Success
PAY0029752,SUB004266,USR003734,2025-06-30,149,Credit Card,Success
PAY0029753,SUB004266,USR003734,2025-07-30,149,Debit Card,Success
PAY0029754,SUB004266,USR003734,2025-08-29,149,Credit Card,Success
PAY0029755,SUB004266,USR003734,2025-09-28,149,Debit Card,Success
PAY0029756,SUB004266,USR003734,2025-10-28,149,UPI,Success
PAY0029757,SUB004266,USR003734,2025-11-27,149,UPI,Success
PAY0029758,SUB004266,USR003734,2025-12-27,149,Credit Card,Success
PAY0029759,SUB004267,USR003735,2025-05-19,499,Credit Card,Success
PAY0029760,SUB004267,USR003735,2025-06-18,499,Credit Card,Success
PAY0029761,SUB004267,USR003735,2025-07-18,499,Net Banking,Success
PAY0029762,SUB004267,USR003735,2025-08-17,499,UPI,Success
PAY0029763,SUB004268,USR003736,2025-02-25,149,Credit Card,Success
PAY0029764,SUB004268,USR003736,2025-03-27,149,Credit Card,Failed
PAY0029765,SUB004268,USR003736,2025-04-26,149,Debit Card,Success
PAY0029766,SUB004268,USR003736,2025-05-26,149,UPI,Success
PAY0029767,SUB004269,USR003736,2025-06-16,299,Debit Card,Success
PAY0029768,SUB004269,USR003736,2025-07-16,299,UPI,Success
PAY0029769,SUB004269,USR003736,2025-08-15,299,Credit Card,Success
PAY0029770,SUB004269,USR003736,2025-09-14,299,UPI,Success
PAY0029771,SUB004270,USR003737,2025-02-02,149,Net Banking,Success
PAY0029772,SUB004270,USR003737,2025-03-04,149,UPI,Success
PAY0029773,SUB004270,USR003737,2025-04-03,149,UPI,Success
PAY0029774,SUB004270,USR003737,2025-05-03,149,UPI,Success
PAY0029775,SUB004270,USR003737,2025-06-02,149,UPI,Success
PAY0029776,SUB004270,USR003737,2025-07-02,149,UPI,Success
PAY0029777,SUB004270,USR003737,2025-08-01,149,Net Banking,Success
PAY0029778,SUB004270,USR003737,2025-08-31,149,UPI,Success
PAY0029779,SUB004270,USR003737,2025-09-30,149,UPI,Success
PAY0029780,SUB004270,USR003737,2025-10-30,149,Credit Card,Success
PAY0029781,SUB004271,USR003737,2025-11-04,799,Credit Card,Success
PAY0029782,SUB004271,USR003737,2025-12-04,799,UPI,Success
PAY0029783,SUB004272,USR003738,2025-04-10,299,Debit Card,Success
PAY0029784,SUB004272,USR003738,2025-05-10,299,UPI,Success
PAY0029785,SUB004272,USR003738,2025-06-09,299,UPI,Success
PAY0029786,SUB004272,USR003738,2025-07-09,299,Credit Card,Success
PAY0029787,SUB004272,USR003738,2025-08-08,299,UPI,Success
PAY0029788,SUB004272,USR003738,2025-09-07,299,UPI,Success
PAY0029789,SUB004272,USR003738,2025-10-07,299,UPI,Success
PAY0029790,SUB004272,USR003738,2025-11-06,299,Credit Card,Success
PAY0029791,SUB004273,USR003739,2025-03-30,299,UPI,Failed
PAY0029792,SUB004273,USR003739,2025-04-29,299,UPI,Success
PAY0029793,SUB004273,USR003739,2025-05-29,299,UPI,Success
PAY0029794,SUB004273,USR003739,2025-06-28,299,Wallet,Success
PAY0029795,SUB004273,USR003739,2025-07-28,299,UPI,Success
PAY0029796,SUB004273,USR003739,2025-08-27,299,Net Banking,Success
PAY0029797,SUB004274,USR003740,2025-06-25,499,Credit Card,Success
PAY0029798,SUB004274,USR003740,2025-07-25,499,Credit Card,Success
PAY0029799,SUB004274,USR003740,2025-08-24,499,UPI,Success
PAY0029800,SUB004274,USR003740,2025-09-23,499,UPI,Success
PAY0029801,SUB004275,USR003741,2025-05-13,299,Credit Card,Success
PAY0029802,SUB004275,USR003741,2025-06-12,299,UPI,Failed
PAY0029803,SUB004275,USR003741,2025-07-12,299,Debit Card,Success
PAY0029804,SUB004275,USR003741,2025-08-11,299,UPI,Success
PAY0029805,SUB004275,USR003741,2025-09-10,299,UPI,Success
PAY0029806,SUB004275,USR003741,2025-10-10,299,Net Banking,Success
PAY0029807,SUB004275,USR003741,2025-11-09,299,UPI,Success
PAY0029808,SUB004275,USR003741,2025-12-09,299,Credit Card,Success
PAY0029809,SUB004276,USR003742,2025-04-25,499,Credit Card,Success
PAY0029810,SUB004276,USR003742,2025-05-25,499,UPI,Success
PAY0029811,SUB004276,USR003742,2025-06-24,499,UPI,Success
PAY0029812,SUB004276,USR003742,2025-07-24,499,Debit Card,Success
PAY0029813,SUB004276,USR003742,2025-08-23,499,UPI,Success
PAY0029814,SUB004276,USR003742,2025-09-22,499,UPI,Success
PAY0029815,SUB004276,USR003742,2025-10-22,499,UPI,Success
PAY0029816,SUB004276,USR003742,2025-11-21,499,Debit Card,Success
PAY0029817,SUB004276,USR003742,2025-12-21,499,Debit Card,Success
PAY0029818,SUB004277,USR003743,2025-02-10,499,Debit Card,Success
PAY0029819,SUB004277,USR003743,2025-03-12,499,UPI,Success
PAY0029820,SUB004277,USR003743,2025-04-11,499,Credit Card,Success
PAY0029821,SUB004277,USR003743,2025-05-11,499,Net Banking,Success
PAY0029822,SUB004278,USR003744,2025-07-21,499,UPI,Success
PAY0029823,SUB004278,USR003744,2025-08-20,499,UPI,Success
PAY0029824,SUB004278,USR003744,2025-09-19,499,Debit Card,Success
PAY0029825,SUB004278,USR003744,2025-10-19,499,Credit Card,Success
PAY0029826,SUB004278,USR003744,2025-11-18,499,UPI,Success
PAY0029827,SUB004278,USR003744,2025-12-18,499,UPI,Success
PAY0029828,SUB004279,USR003745,2025-06-19,299,Credit Card,Success
PAY0029829,SUB004279,USR003745,2025-07-19,299,Credit Card,Success
