session_id,user_id,content_id,started_at,watch_minutes,session_status,discovery_source,video_quality,device_id,completion_pct
SES0087017,USR000300,CNT01648,2025-07-02 00:13:55,84,Completed,Continue Watching,720p,DEV014335,64.6
SES0087018,USR008232,CNT00536,2025-11-30 18:52:11,85,Completed,Search,1080p,DEV003800,81.7
SES0087019,USR000477,CNT01694,2025-12-02 22:08:31,95,Stopped,Search,1080p,DEV000301,76.6
SES0087020,USR004300,CNT00536,2025-11-10 20:31:04,157,Completed,Recommendation,1080p,DEV003687,100.0
SES0087021,USR004307,CNT00536,2025-09-28 21:32:03,61,Completed,Continue Watching,1080p,DEV001441,58.7
SES0087022,USR008787,CNT01481,2025-01-30 14:49:53,137,Stopped,Continue Watching,1080p,DEV012316,100.0
SES0087023,USR001125,CNT00536,2025-08-10 17:19:58,78,Abandoned,Recommendation,1080p,DEV001657,75.0
SES0087024,USR004359,CNT00536,2025-07-04 16:04:36,139,Stopped,Recommendation,480p,DEV009061,100.0
SES0087025,USR009185,CNT00423,2025-01-26 20:15:55,72,Completed,Auto,1080p,DEV014374,47.7
SES0087026,USR002868,CNT01694,2025-12-07 19:59:16,96,Completed,Auto,720p,DEV005673,77.4
SES0087027,USR004487,CNT00536,2025-04-22 20:27:25,100,Completed,Recommendation,1080p,DEV001269,96.2
SES0087028,USR009028,CNT01018,2025-08-08 20:02:24,70,Completed,Recommendation,1080p,DEV007007,63.6
SES0087029,USR002102,CNT00536,2025-04-17 09:51:54,73,Completed,Auto,480p,DEV006680,70.2
SES0087030,USR008645,CNT00279,2025-03-26 07:12:28,79,Completed,Search,4K,DEV005705,96.3
SES0087031,USR006924,CNT00536,2025-09-05 13:43:37,11,Stopped,Recommendation,1080p,DEV006916,10.6
SES0087032,USR002470,CNT00536,2025-05-02 12:02:19,73,Completed,Search,720p,DEV004462,70.2
SES0087033,USR007883,CNT01481,2025-10-28 17:53:38,53,Completed,Recommendation,720p,DEV011298,55.8
SES0087034,USR006044,CNT01926,2025-01-25 19:25:48,18,Completed,Continue Watching,4K,DEV012303,10.1
SES0087035,USR003059,CNT00763,2025-02-01 10:53:05,117,Stopped,Trending,480p,DEV003188,100.0
SES0087036,USR001372,CNT00542,2025-12-19 22:43:19,111,Stopped,Continue Watching,4K,DEV003190,100.0
SES0087037,USR002174,CNT01694,2025-05-15 17:57:10,55,Stopped,Recommendation,1080p,DEV011291,44.4
SES0087038,USR004271,CNT00729,2025-05-04 19:48:00,67,Completed,Search,480p,DEV000867,42.4
SES0087039,USR003519,CNT00542,2025-03-23 19:02:18,40,Stopped,Continue Watching,4K,DEV007725,54.1
SES0087040,USR002411,CNT00607,2025-06-19 19:50:03,168,Completed,Continue Watching,4K,DEV010706,100.0
SES0087041,USR007392,CNT01481,2025-05-07 19:38:18,16,Stopped,Continue Watching,1080p,DEV000990,16.8
SES0087042,USR006882,CNT01694,2025-07-12 13:51:04,41,Completed,Continue Watching,480p,DEV008748,33.1
SES0087043,USR004939,CNT00536,2025-07-04 15:18:37,80,Completed,Continue Watching,1080p,DEV007672,76.9
SES0087044,USR001541,CNT01694,2025-11-21 15:12:35,74,Stopped,Trending,480p,DEV007658,59.7
SES0087045,USR001864,CNT00536,2025-12-24 22:00:36,59,Completed,Auto,4K,DEV013760,56.7
SES0087046,USR001272,CNT01481,2025-04-03 16:31:13,32,Abandoned,Continue Watching,1080p,DEV013729,33.7
SES0087047,USR001819,CNT01305,2025-08-19 12:03:17,61,Abandoned,Auto,1080p,DEV005901,43.3
SES0087048,USR009981,CNT00536,2025-01-24 22:23:51,65,Completed,Continue Watching,1080p,DEV004186,62.5
SES0087049,USR003655,CNT00542,2025-07-26 16:04:32,56,Completed,Trending,720p,DEV000768,75.7
SES0087050,USR002575,CNT00536,2025-11-22 17:29:15,173,Stopped,Recommendation,1080p,DEV003554,100.0
SES0087051,USR006207,CNT01481,2025-07-21 16:53:31,51,Stopped,Search,480p,DEV000408,53.7
SES0087052,USR003237,CNT01305,2025-06-17 22:24:12,158,Stopped,Recommendation,1080p,DEV004936,100.0
SES0087053,USR007690,CNT01694,2025-07-31 13:06:23,97,Completed,Continue Watching,1080p,DEV009648,78.2
SES0087054,USR004610,CNT01526,2025-01-22 13:38:30,150,Abandoned,Recommendation,480p,DEV010264,100.0
SES0087055,USR004327,CNT01694,2025-01-11 16:02:39,178,Completed,Recommendation,1080p,DEV013395,100.0
SES0087056,USR003298,CNT00916,2025-05-10 20:16:45,44,Completed,Continue Watching,720p,DEV013115,29.3
SES0087057,USR008853,CNT01481,2025-11-23 10:33:10,81,Stopped,Continue Watching,1080p,DEV002807,85.3
SES0087058,USR008174,CNT01876,2025-10-04 14:10:09,52,Completed,Continue Watching,720p,DEV008181,34.0
SES0087059,USR000793,CNT00973,2025-09-21 17:16:00,149,Completed,Continue Watching,1080p,DEV005274,100.0
SES0087060,USR003539,CNT00536,2025-05-09 17:07:40,55,Completed,Continue Watching,4K,DEV005571,52.9
SES0087061,USR002790,CNT00542,2025-08-16 15:17:26,167,Completed,Recommendation,1080p,DEV007547,100.0
SES0087062,USR006318,CNT00542,2025-01-09 14:16:03,180,Completed,Continue Watching,1080p,DEV006611,100.0
SES0087063,USR000349,CNT00423,2025-04-13 15:53:42,73,Completed,Trending,1080p,DEV008129,48.3
SES0087064,USR009197,CNT01694,2025-12-21 22:08:18,94,Stopped,Continue Watching,1080p,DEV002354,75.8
SES0087065,USR005591,CNT01694,2025-04-29 14:54:49,95,Abandoned,Continue Watching,720p,DEV005567,76.6
SES0087066,USR000244,CNT00279,2025-03-08 20:54:34,123,Stopped,Continue Watching,480p,DEV012232,100.0
SES0087067,USR006682,CNT01582,2025-07-29 22:13:55,71,Completed,Recommendation,720p,DEV000031,46.4
SES0087068,USR005999,CNT01694,2025-08-25 20:51:31,173,Completed,Recommendation,1080p,DEV013043,100.0
SES0087069,USR003086,CNT00542,2025-10-09 19:52:01,43,Completed,Recommendation,1080p,DEV010827,58.1
SES0087070,USR008882,CNT00423,2025-03-25 14:30:33,34,Stopped,Search,720p,DEV000275,22.5
SES0087071,USR005489,CNT00536,2025-01-05 19:42:58,91,Completed,Trending,480p,DEV003290,87.5
SES0087072,USR005554,CNT01481,2025-02-13 16:36:40,97,Stopped,Trending,1080p,DEV007182,100.0
SES0087073,USR001541,CNT01481,2025-04-07 21:58:36,68,Completed,Recommendation,1080p,DEV012927,71.6
SES0087074,USR009347,CNT00542,2025-01-25 20:31:11,100,Abandoned,Search,480p,DEV006122,100.0
SES0087075,USR009730,CNT00542,2025-07-05 05:58:52,60,Completed,Recommendation,480p,DEV008730,81.1
SES0087076,USR006981,CNT00536,2025-01-13 16:00:40,121,Stopped,Trending,1080p,DEV000553,100.0
SES0087077,USR005586,CNT00536,2025-11-30 20:15:21,55,Abandoned,Auto,480p,DEV010674,52.9
SES0087078,USR005838,CNT00536,2025-08-02 18:21:02,94,Completed,Recommendation,1080p,DEV001221,90.4
SES0087079,USR006576,CNT01918,2025-09-27 14:52:16,40,Completed,Auto,4K,DEV014222,38.8
SES0087080,USR005972,CNT00536,2025-04-06 15:27:51,45,Completed,Auto,1080p,DEV005633,43.3
SES0087081,USR005617,CNT00536,2025-06-29 16:32:01,25,Stopped,Recommendation,1080p,DEV002018,24.0
SES0087082,USR000711,CNT00542,2025-11-29 19:31:48,21,Completed,Recommendation,1080p,DEV001409,28.4
SES0087083,USR006548,CNT00536,2025-05-25 20:47:41,132,Completed,Recommendation,480p,DEV011194,100.0
SES0087084,USR005731,CNT01694,2025-09-12 10:22:01,63,Completed,Trending,720p,DEV001181,50.8
SES0087085,USR003778,CNT01694,2025-07-27 19:10:22,150,Completed,Auto,720p,DEV001091,100.0
SES0087086,USR008820,CNT01481,2025-10-09 06:57:56,163,Completed,Auto,720p,DEV012036,100.0
SES0087087,USR004583,CNT01481,2025-12-07 19:55:40,75,Completed,Trending,720p,DEV010004,78.9
SES0087088,USR005508,CNT00542,2025-08-03 14:37:13,40,Completed,Recommendation,1080p,DEV014229,54.1
SES0087089,USR001787,CNT00423,2025-12-04 16:00:09,28,Abandoned,Trending,4K,DEV000458,18.5
SES0087090,USR004779,CNT01694,2025-11-09 05:39:41,53,Abandoned,Trending,480p,DEV009484,42.7
SES0087091,USR001020,CNT00440,2025-03-04 07:54:17,84,Completed,Trending,720p,DEV004053,52.8
SES0087092,USR003854,CNT00536,2025-07-07 10:49:05,85,Abandoned,Recommendation,4K,DEV008832,81.7
SES0087093,USR003988,CNT00536,2025-01-29 09:10:23,32,Completed,Recommendation,480p,DEV004841,30.8
SES0087094,USR008484,CNT00536,2025-07-25 20:20:14,84,Completed,Recommendation,720p,DEV008454,80.8
SES0087095,USR009581,CNT01481,2025-07-17 08:54:39,180,Completed,Trending,1080p,DEV013620,100.0
SES0087096,USR007273,CNT00536,2025-04-26 15:02:53,105,Stopped,Recommendation,480p,DEV004781,100.0
SES0087097,USR009953,CNT01648,2025-05-30 13:19:15,128,Completed,Recommendation,4K,DEV010614,98.5
SES0087098,USR000309,CNT00542,2025-09-15 18:00:25,61,Completed,Continue Watching,4K,DEV010208,82.4
SES0087099,USR009100,CNT00536,2025-05-11 13:58:48,58,Completed,Search,1080p,DEV004795,55.8
SES0087100,USR009593,CNT00542,2025-04-19 18:40:39,130,Stopped,Recommendation,480p,DEV006842,100.0
SES0087101,USR009264,CNT01694,2025-08-02 05:05:52,104,Completed,Continue Watching,1080p,DEV004190,83.9
SES0087102,USR006332,CNT00536,2025-11-06 13:37:57,42,Completed,Search,4K,DEV001019,40.4
SES0087103,USR007837,CNT00536,2025-11-20 21:43:03,105,Abandoned,Search,720p,DEV013818,100.0
SES0087104,USR005334,CNT01694,2025-01-09 21:45:26,28,Stopped,Trending,720p,DEV009675,22.6
SES0087105,USR002151,CNT01552,2025-03-25 16:37:08,29,Abandoned,Continue Watching,720p,DEV006867,19.5
SES0087106,USR006892,CNT00536,2025-06-29 17:02:18,87,Abandoned,Continue Watching,4K,DEV005107,83.7
SES0087107,USR001230,CNT01481,2025-05-23 20:34:38,69,Stopped,Trending,4K,DEV007386,72.6
SES0087108,USR008596,CNT01694,2025-03-22 17:03:43,37,Abandoned,Continue Watching,1080p,DEV009219,29.8
SES0087109,USR001379,CNT00536,2025-07-13 11:32:33,77,Stopped,Trending,1080p,DEV003278,74.0
SES0087110,USR000626,CNT00536,2025-11-26 13:57:40,52,Completed,Continue Watching,1080p,DEV014370,50.0
SES0087111,USR006067,CNT00542,2025-08-08 19:28:39,106,Completed,Continue Watching,1080p,DEV003749,100.0
SES0087112,USR007590,CNT00536,2025-12-19 20:27:33,27,Completed,Auto,480p,DEV012909,26.0
SES0087113,USR005448,CNT00923,2025-10-10 13:32:49,38,Abandoned,Search,1080p,DEV006759,25.3
SES0087114,USR009692,CNT00423,2025-05-26 08:15:19,180,Abandoned,Recommendation,1080p,DEV014462,100.0
SES0087115,USR008104,CNT01018,2025-12-18 14:14:38,64,Stopped,Search,1080p,DEV000775,58.2
SES0087116,USR005090,CNT01481,2025-06-04 18:25:01,151,Completed,Continue Watching,720p,DEV002147,100.0
SES0087117,USR000618,CNT00536,2025-03-01 20:20:46,53,Completed,Recommendation,720p,DEV000938,51.0
SES0087118,USR000724,CNT00542,2025-11-19 20:39:04,93,Stopped,Recommendation,1080p,DEV010702,100.0
SES0087119,USR009442,CNT00536,2025-12-21 07:12:38,104,Completed,Auto,1080p,DEV009466,100.0
SES0087120,USR001246,CNT01481,2025-11-20 14:31:13,81,Stopped,Recommendation,1080p,DEV003178,85.3
SES0087121,USR009982,CNT00423,2025-06-26 15:49:08,72,Completed,Search,480p,DEV010455,47.7
SES0087122,USR000904,CNT00152,2025-07-01 21:16:13,27,Stopped,Continue Watching,720p,DEV000520,27.6
SES0087123,USR006558,CNT00916,2025-05-03 14:30:03,129,Abandoned,Continue Watching,720p,DEV007376,86.0
SES0087124,USR007091,CNT01526,2025-06-10 21:20:11,70,Completed,Trending,1080p,DEV003738,51.9
SES0087125,USR001973,CNT00279,2025-02-20 20:59:37,54,Completed,Trending,1080p,DEV000655,65.9
SES0087126,USR002726,CNT00542,2025-01-18 19:21:19,79,Stopped,Continue Watching,720p,DEV008068,100.0
SES0087127,USR003815,CNT01694,2025-09-03 10:15:34,76,Abandoned,Search,4K,DEV009159,61.3
SES0087128,USR009928,CNT00536,2025-11-21 12:16:55,100,Stopped,Search,1080p,DEV000769,96.2
SES0087129,USR001830,CNT00973,2025-01-12 08:09:09,57,Stopped,Continue Watching,4K,DEV004607,39.0
SES0087130,USR009295,CNT00536,2025-02-06 14:47:56,30,Stopped,Recommendation,1080p,DEV009052,28.8
SES0087131,USR001334,CNT01694,2025-06-26 09:00:29,145,Stopped,Recommendation,4K,DEV006400,100.0
SES0087132,USR001135,CNT00536,2025-03-17 17:45:20,30,Abandoned,Continue Watching,1080p,DEV014244,28.8
SES0087133,USR006691,CNT01694,2025-01-21 14:49:53,150,Completed,Recommendation,480p,DEV012709,100.0
SES0087134,USR009645,CNT01481,2025-12-12 21:32:10,180,Abandoned,Search,1080p,DEV010394,100.0
SES0087135,USR004860,CNT00542,2025-05-18 15:42:39,86,Completed,Continue Watching,480p,DEV014703,100.0
SES0087136,USR002877,CNT00423,2025-05-04 14:11:16,155,Completed,Continue Watching,4K,DEV014200,100.0
SES0087137,USR001500,CNT00536,2025-06-23 21:06:40,180,Stopped,Continue Watching,4K,DEV006736,100.0
SES0087138,USR002993,CNT00536,2025-11-17 10:07:36,146,Completed,Continue Watching,1080p,DEV002483,100.0
SES0087139,USR001756,CNT00536,2025-09-27 20:59:52,136,Stopped,Search,4K,DEV005365,100.0
SES0087140,USR007425,CNT01694,2025-11-26 06:31:40,101,Completed,Continue Watching,720p,DEV012234,81.5
SES0087141,USR008860,CNT00536,2025-02-01 16:47:52,109,Completed,Continue Watching,1080p,DEV007637,100.0
SES0087142,USR007083,CNT00423,2025-06-21 07:03:26,62,Completed,Search,1080p,DEV001096,41.1
SES0087143,USR006823,CNT00536,2025-09-30 13:22:13,75,Completed,Continue Watching,1080p,DEV007140,72.1
SES0087144,USR001376,CNT01916,2025-10-16 21:23:51,43,Abandoned,Auto,720p,DEV009003,27.0
SES0087145,USR002336,CNT01526,2025-04-07 22:07:11,13,Completed,Continue Watching,1080p,DEV005350,9.6
SES0087146,USR002276,CNT01006,2025-02-22 16:14:56,29,Completed,Search,1080p,DEV009948,19.2
SES0087147,USR000419,CNT00423,2025-05-18 18:36:04,169,Completed,Continue Watching,1080p,DEV005911,100.0
SES0087148,USR001670,CNT01694,2025-02-16 21:28:18,60,Completed,Recommendation,720p,DEV003436,48.4
SES0087149,USR003366,CNT00536,2025-04-24 04:21:20,89,Completed,Search,720p,DEV008405,85.6
SES0087150,USR003723,CNT01305,2025-06-16 12:08:55,139,Completed,Recommendation,480p,DEV014219,98.6
SES0087151,USR005858,CNT01768,2025-07-24 19:49:05,13,Completed,Search,480p,DEV006184,8.2
SES0087152,USR003123,CNT01481,2025-09-08 12:34:08,86,Abandoned,Continue Watching,1080p,DEV004148,90.5
SES0087153,USR004424,CNT01694,2025-09-14 22:20:20,131,Completed,Trending,1080p,DEV012654,100.0
SES0087154,USR004601,CNT01926,2025-08-15 05:17:40,69,Stopped,Continue Watching,1080p,DEV013572,38.5
SES0087155,USR003732,CNT00536,2025-12-29 21:07:56,127,Completed,Continue Watching,480p,DEV009301,100.0
SES0087156,USR003999,CNT00542,2025-12-24 13:02:51,40,Completed,Continue Watching,4K,DEV001465,54.1
SES0087157,USR008569,CNT00536,2025-05-21 19:59:19,64,Abandoned,Trending,4K,DEV010480,61.5
SES0087158,USR004112,CNT01694,2025-02-27 19:10:51,69,Stopped,Auto,480p,DEV004340,55.6
SES0087159,USR008143,CNT00536,2025-10-22 17:45:08,63,Completed,Search,1080p,DEV014466,60.6
SES0087160,USR002607,CNT01694,2025-08-16 20:19:29,106,Abandoned,Recommendation,720p,DEV004813,85.5
SES0087161,USR004247,CNT00536,2025-12-21 13:56:00,86,Stopped,Recommendation,1080p,DEV006700,82.7
SES0087162,USR007681,CNT01481,2025-12-28 12:16:38,32,Completed,Continue Watching,1080p,DEV003393,33.7
SES0087163,USR003695,CNT01694,2025-07-22 19:49:18,33,Stopped,Recommendation,1080p,DEV002057,26.6
SES0087164,USR007094,CNT00423,2025-11-14 10:03:14,92,Completed,Continue Watching,4K,DEV012856,60.9
SES0087165,USR000894,CNT00542,2025-08-08 11:21:13,162,Completed,Auto,1080p,DEV004931,100.0
SES0087166,USR003891,CNT00542,2025-06-14 20:32:12,159,Completed,Recommendation,720p,DEV013795,100.0
SES0087167,USR006247,CNT01886,2025-07-06 22:02:35,154,Completed,Recommendation,1080p,DEV014689,100.0
SES0087168,USR008935,CNT01305,2025-04-01 11:40:10,27,Stopped,Search,4K,DEV007244,19.1
SES0087169,USR009992,CNT00973,2025-02-10 18:58:15,95,Completed,Recommendation,4K,DEV011180,65.1
SES0087170,USR008394,CNT01694,2025-03-25 11:42:33,53,Abandoned,Auto,1080p,DEV012959,42.7
SES0087171,USR006480,CNT01305,2025-07-18 19:23:31,128,Stopped,Auto,1080p,DEV007265,90.8
SES0087172,USR003542,CNT00542,2025-10-18 14:38:29,117,Abandoned,Recommendation,720p,DEV002783,100.0
SES0087173,USR008800,CNT01694,2025-02-26 14:22:44,121,Completed,Trending,1080p,DEV007382,97.6
SES0087174,USR007230,CNT00536,2025-03-22 22:31:30,75,Completed,Continue Watching,1080p,DEV001676,72.1
SES0087175,USR000416,CNT00536,2025-10-07 11:28:21,73,Completed,Trending,1080p,DEV006008,70.2
SES0087176,USR000326,CNT00423,2025-09-20 10:37:55,47,Stopped,Continue Watching,1080p,DEV006034,31.1
SES0087177,USR005339,CNT01481,2025-02-22 20:46:21,180,Completed,Trending,1080p,DEV010151,100.0
SES0087178,USR000676,CNT01694,2025-12-26 15:37:56,81,Completed,Recommendation,4K,DEV005228,65.3
SES0087179,USR005352,CNT01884,2025-12-07 12:54:38,82,Abandoned,Recommendation,720p,DEV010704,64.6
SES0087180,USR000195,CNT01481,2025-09-03 15:50:53,23,Abandoned,Trending,1080p,DEV006671,24.2
SES0087181,USR000652,CNT01481,2025-11-23 01:46:41,84,Completed,Recommendation,4K,DEV011989,88.4
SES0087182,USR003217,CNT01481,2025-06-06 23:41:10,27,Completed,Continue Watching,1080p,DEV011725,28.4
SES0087183,USR005817,CNT01694,2025-04-16 15:12:43,51,Completed,Recommendation,720p,DEV002880,41.1
SES0087184,USR006959,CNT00536,2025-11-08 08:42:03,90,Completed,Recommendation,1080p,DEV011036,86.5
SES0087185,USR008067,CNT00562,2025-07-26 22:25:50,58,Stopped,Recommendation,1080p,DEV013037,48.7
SES0087186,USR000692,CNT00428,2025-12-31 23:38:20,72,Completed,Recommendation,1080p,DEV001429,40.4
SES0087187,USR005230,CNT01694,2025-08-09 16:32:18,97,Completed,Continue Watching,1080p,DEV002105,78.2
SES0087188,USR005742,CNT00536,2025-01-03 21:18:20,56,Abandoned,Continue Watching,4K,DEV004150,53.8
SES0087189,USR005287,CNT01694,2025-03-02 19:56:53,73,Stopped,Search,4K,DEV000993,58.9
SES0087190,USR006320,CNT00536,2025-12-29 16:26:38,89,Completed,Continue Watching,1080p,DEV014184,85.6
SES0087191,USR004378,CNT00542,2025-06-22 20:17:42,19,Abandoned,Search,1080p,DEV013850,25.7
SES0087192,USR007030,CNT01305,2025-09-21 18:59:30,51,Completed,Trending,4K,DEV007413,36.2
SES0087193,USR009252,CNT01694,2025-01-03 07:54:12,100,Completed,Continue Watching,1080p,DEV008503,80.6
SES0087194,USR005595,CNT00471,2025-03-19 07:50:00,124,Completed,Trending,720p,DEV008839,100.0
SES0087195,USR002952,CNT00536,2025-04-06 09:05:57,106,Abandoned,Recommendation,720p,DEV001245,100.0
SES0087196,USR003954,CNT00536,2025-08-19 21:24:09,24,Completed,Trending,720p,DEV004106,23.1
SES0087197,USR005145,CNT01694,2025-10-10 10:44:48,139,Abandoned,Recommendation,480p,DEV009396,100.0
SES0087198,USR006939,CNT01694,2025-08-04 06:58:15,72,Stopped,Continue Watching,1080p,DEV006220,58.1
SES0087199,USR009552,CNT01786,2025-05-24 16:12:28,102,Completed,Search,720p,DEV002009,100.0
SES0087200,USR006281,CNT01926,2025-07-27 20:18:33,73,Stopped,Trending,720p,DEV001296,40.8
SES0087201,USR003595,CNT00536,2025-12-27 19:59:00,87,Completed,Trending,480p,DEV002143,83.7
SES0087202,USR009970,CNT00536,2025-10-05 08:13:42,148,Abandoned,Auto,1080p,DEV005432,100.0
SES0087203,USR003882,CNT00542,2025-08-09 19:27:16,106,Completed,Auto,1080p,DEV003577,100.0
SES0087204,USR009223,CNT01481,2025-08-14 09:46:02,42,Abandoned,Search,720p,DEV006558,44.2
SES0087205,USR007117,CNT00542,2025-04-15 09:50:54,93,Completed,Recommendation,720p,DEV004613,100.0
SES0087206,USR001875,CNT00536,2025-06-17 17:22:27,68,Stopped,Continue Watching,720p,DEV009956,65.4
SES0087207,USR005087,CNT00536,2025-08-24 15:51:43,82,Completed,Continue Watching,1080p,DEV002143,78.8
SES0087208,USR007076,CNT00536,2025-05-19 19:40:49,124,Abandoned,Continue Watching,720p,DEV013996,100.0
SES0087209,USR000791,CNT01979,2025-01-11 12:05:20,90,Completed,Search,1080p,DEV010340,58.8
SES0087210,USR002691,CNT01694,2025-12-20 08:36:26,61,Stopped,Auto,720p,DEV001327,49.2
SES0087211,USR005280,CNT00536,2025-07-19 20:06:14,69,Completed,Recommendation,480p,DEV003159,66.3
SES0087212,USR003787,CNT00536,2025-06-29 14:32:50,180,Completed,Continue Watching,1080p,DEV010103,100.0
SES0087213,USR006501,CNT00928,2025-08-04 15:41:19,83,Completed,Auto,4K,DEV001268,51.6
SES0087214,USR003838,CNT00536,2025-07-06 21:08:44,96,Completed,Recommendation,4K,DEV009007,92.3
SES0087215,USR007462,CNT00536,2025-02-09 18:51:15,79,Completed,Continue Watching,1080p,DEV007252,76.0
SES0087216,USR007325,CNT01694,2025-01-18 11:31:53,96,Completed,Continue Watching,1080p,DEV001660,77.4
SES0087217,USR000630,CNT00255,2025-08-12 03:35:17,96,Completed,Continue Watching,1080p,DEV014418,100.0
SES0087218,USR002073,CNT00542,2025-10-07 00:39:36,20,Completed,Trending,4K,DEV000666,27.0
SES0087219,USR009723,CNT00536,2025-12-12 18:46:26,119,Completed,Continue Watching,4K,DEV011514,100.0
SES0087220,USR000612,CNT01694,2025-08-10 17:02:57,44,Completed,Trending,1080p,DEV008995,35.5
SES0087221,USR008661,CNT00536,2025-01-05 19:48:45,147,Stopped,Continue Watching,1080p,DEV003360,100.0
SES0087222,USR006824,CNT00536,2025-02-19 14:13:52,119,Completed,Continue Watching,4K,DEV008533,100.0
SES0087223,USR005903,CNT01481,2025-04-25 20:35:58,88,Completed,Search,1080p,DEV009701,92.6
SES0087224,USR007148,CNT00440,2025-02-25 18:41:58,78,Completed,Trending,1080p,DEV009963,49.1
SES0087225,USR009358,CNT01142,2025-01-09 19:51:29,118,Completed,Trending,4K,DEV014018,68.2
SES0087226,USR003979,CNT01694,2025-04-27 08:23:01,134,Completed,Recommendation,720p,DEV014235,100.0
SES0087227,USR005734,CNT00542,2025-02-21 09:39:33,180,Abandoned,Recommendation,4K,DEV012211,100.0
SES0087228,USR005123,CNT00973,2025-02-20 16:09:28,33,Completed,Continue Watching,480p,DEV001211,22.6
SES0087229,USR007169,CNT00542,2025-12-27 14:11:57,153,Completed,Trending,1080p,DEV012895,100.0
SES0087230,USR006759,CNT00536,2025-05-25 15:40:50,93,Completed,Recommendation,1080p,DEV000344,89.4
SES0087231,USR001202,CNT01694,2025-07-30 13:15:11,93,Completed,Continue Watching,720p,DEV000617,75.0
SES0087232,USR005446,CNT00536,2025-02-23 15:37:24,128,Completed,Trending,1080p,DEV006460,100.0
SES0087233,USR009685,CNT00536,2025-02-12 13:46:11,124,Abandoned,Recommendation,1080p,DEV001580,100.0
SES0087234,USR003906,CNT00542,2025-03-07 20:21:08,180,Stopped,Continue Watching,720p,DEV000300,100.0
SES0087235,USR005195,CNT01305,2025-07-26 14:56:32,122,Abandoned,Continue Watching,1080p,DEV003725,86.5
SES0087236,USR008361,CNT00428,2025-03-22 15:40:21,35,Stopped,Search,1080p,DEV003691,19.7
SES0087237,USR000642,CNT00239,2025-07-13 14:34:39,109,Completed,Recommendation,480p,DEV013570,100.0
SES0087238,USR009605,CNT01481,2025-04-23 20:17:58,35,Completed,Continue Watching,720p,DEV005186,36.8
SES0087239,USR004021,CNT00536,2025-02-26 15:06:13,65,Completed,Continue Watching,4K,DEV012205,62.5
SES0087240,USR004941,CNT01694,2025-03-29 07:01:43,26,Completed,Search,720p,DEV011765,21.0
SES0087241,USR009832,CNT01694,2025-08-03 18:28:30,29,Stopped,Continue Watching,720p,DEV000077,23.4
SES0087242,USR000965,CNT00279,2025-07-07 07:53:38,52,Stopped,Recommendation,4K,DEV013734,63.4
SES0087243,USR008931,CNT00536,2025-04-18 22:17:15,43,Completed,Auto,720p,DEV008208,41.3
SES0087244,USR003183,CNT00279,2025-01-24 20:29:05,55,Abandoned,Continue Watching,4K,DEV007751,67.1
SES0087245,USR009171,CNT00279,2025-03-21 17:05:15,66,Completed,Continue Watching,720p,DEV003917,80.5
SES0087246,USR007538,CNT01734,2025-06-21 15:48:16,128,Abandoned,Continue Watching,720p,DEV000297,100.0
SES0087247,USR005947,CNT01694,2025-07-12 19:49:57,50,Completed,Trending,1080p,DEV000082,40.3
SES0087248,USR007134,CNT01491,2025-03-22 11:39:16,58,Completed,Recommendation,480p,DEV010782,35.6
SES0087249,USR004118,CNT01694,2025-06-08 22:46:49,117,Stopped,Search,480p,DEV001641,94.4
SES0087250,USR008974,CNT00423,2025-12-14 22:55:41,11,Completed,Continue Watching,720p,DEV012435,7.3
SES0087251,USR009471,CNT00763,2025-12-01 18:37:12,101,Completed,Recommendation,1080p,DEV005556,96.2
SES0087252,USR005319,CNT01694,2025-10-08 04:15:56,47,Completed,Recommendation,4K,DEV006711,37.9
SES0087253,USR003036,CNT01694,2025-08-09 08:20:46,174,Abandoned,Continue Watching,720p,DEV013664,100.0
SES0087254,USR001298,CNT00536,2025-12-24 12:51:58,128,Completed,Continue Watching,4K,DEV007071,100.0
SES0087255,USR005940,CNT00763,2025-01-04 11:56:04,154,Completed,Recommendation,720p,DEV001804,100.0
SES0087256,USR006944,CNT00536,2025-09-02 20:35:16,66,Stopped,Trending,1080p,DEV009628,63.5
SES0087257,USR003301,CNT00916,2025-02-23 17:10:59,85,Stopped,Recommendation,4K,DEV004555,56.7
SES0087258,USR004330,CNT01167,2025-03-10 07:53:49,126,Stopped,Continue Watching,1080p,DEV002100,100.0
SES0087259,USR002132,CNT00542,2025-09-29 21:10:30,54,Completed,Search,1080p,DEV008721,73.0
SES0087260,USR006102,CNT00542,2025-01-25 20:32:21,159,Completed,Auto,720p,DEV003177,100.0
SES0087261,USR000956,CNT01481,2025-02-04 14:00:02,157,Completed,Recommendation,1080p,DEV007662,100.0
SES0087262,USR001147,CNT01491,2025-06-03 09:24:17,180,Completed,Search,4K,DEV000929,100.0
SES0087263,USR002075,CNT00542,2025-09-25 22:52:43,180,Abandoned,Auto,1080p,DEV011895,100.0
SES0087264,USR006594,CNT00536,2025-07-28 16:19:30,74,Stopped,Continue Watching,1080p,DEV006619,71.2
SES0087265,USR006030,CNT01694,2025-05-30 21:32:44,57,Completed,Continue Watching,1080p,DEV009590,46.0
SES0087266,USR009601,CNT01481,2025-01-30 23:08:33,94,Stopped,Recommendation,720p,DEV011188,98.9
SES0087267,USR005861,CNT01694,2025-09-06 18:59:36,77,Stopped,Recommendation,1080p,DEV007032,62.1
