device_id,user_id,device_type,operating_system,registered_date
DEV006676,USR004479,Mobile,macOS,2025-04-20
DEV006677,USR004479,Mobile,Android,2025-04-07
DEV006678,USR004480,Mobile,Smart TV OS,2025-09-02
DEV006679,USR004480,Gaming Console,Android,2025-09-03
DEV006680,USR004481,Mobile,iOS,2025-03-30
DEV006681,USR004482,Gaming Console,Smart TV OS,2025-11-21
DEV006682,USR004483,Mobile,Android,2025-02-06
DEV006683,USR004483,Laptop,Android,2025-03-16
DEV006684,USR004484,Smart TV,macOS,2025-09-19
DEV006685,USR004484,Tablet,Smart TV OS,2025-03-16
DEV006686,USR004485,Laptop,Android,2025-02-04
DEV006687,USR004485,Mobile,iOS,2025-09-02
DEV006688,USR004486,Mobile,Windows,2025-02-07
DEV006689,USR004487,Smart TV,Smart TV OS,2025-05-07
DEV006690,USR004488,Gaming Console,Android,2025-07-31
DEV006691,USR004488,Smart TV,iOS,2025-11-17
DEV006692,USR004489,Smart TV,Android,2025-04-26
DEV006693,USR004490,Mobile,Smart TV OS,2025-07-28
DEV006694,USR004490,Streaming Stick,Smart TV OS,2025-01-31
DEV006695,USR004491,Smart TV,Android,2025-01-22
DEV006696,USR004491,Smart TV,Windows,2025-06-14
DEV006697,USR004492,Mobile,Smart TV OS,2025-01-15
DEV006698,USR004492,Laptop,Smart TV OS,2025-04-09
DEV006699,USR004493,Streaming Stick,Windows,2025-07-11
DEV006700,USR004493,Tablet,Android,2025-07-20
DEV006701,USR004494,Streaming Stick,Windows,2025-04-26
DEV006702,USR004495,Mobile,macOS,2025-03-07
DEV006703,USR004495,Laptop,Android,2025-09-03
DEV006704,USR004496,Gaming Console,Android,2025-09-18
DEV006705,USR004496,Mobile,Smart TV OS,2025-07-28
DEV006706,USR004497,Mobile,Android,2025-11-22
DEV006707,USR004497,Mobile,iOS,2025-03-22
DEV006708,USR004498,Laptop,iOS,2025-09-24
DEV006709,USR004499,Gaming Console,Android,2025-02-08
DEV006710,USR004500,Laptop,Android,2025-01-16
DEV006711,USR004501,Mobile,Android,2025-10-15
DEV006712,USR004502,Mobile,Windows,2025-03-16
DEV006713,USR004503,Laptop,Android,2025-01-21
DEV006714,USR004503,Streaming Stick,iOS,2025-07-09
DEV006715,USR004504,Smart TV,Smart TV OS,2025-05-24
DEV006716,USR004505,Smart TV,Smart TV OS,2025-06-24
DEV006717,USR004506,Mobile,Smart TV OS,2025-10-02
DEV006718,USR004507,Smart TV,Windows,2025-06-07
DEV006719,USR004507,Smart TV,iOS,2025-08-29
DEV006720,USR004508,Smart TV,iOS,2025-07-17
DEV006721,USR004509,Laptop,Smart TV OS,2025-10-29
DEV006722,USR004509,Laptop,macOS,2025-10-14
DEV006723,USR004510,Smart TV,Android,2025-11-06
DEV006724,USR004510,Streaming Stick,Android,2025-11-03
DEV006725,USR004510,Gaming Console,Smart TV OS,2025-10-21
DEV006726,USR004511,Tablet,macOS,2025-06-22
DEV006727,USR004512,Mobile,macOS,2025-09-08
DEV006728,USR004513,Mobile,iOS,2025-09-30
DEV006729,USR004513,Tablet,iOS,2025-09-22
DEV006730,USR004513,Tablet,Android,2025-11-12
DEV006731,USR004514,Smart TV,Smart TV OS,2025-05-09
DEV006732,USR004514,Laptop,iOS,2025-11-19
DEV006733,USR004515,Laptop,iOS,2025-05-19
DEV006734,USR004516,Smart TV,Smart TV OS,2025-11-01
DEV006735,USR004516,Laptop,Windows,2025-09-20
DEV006736,USR004517,Tablet,macOS,2025-06-15
DEV006737,USR004518,Mobile,Android,2025-10-17
DEV006738,USR004518,Smart TV,Android,2025-04-08
DEV006739,USR004519,Mobile,Android,2025-06-06
DEV006740,USR004520,Smart TV,Smart TV OS,2025-06-21
DEV006741,USR004521,Laptop,Smart TV OS,2025-07-30
DEV006742,USR004522,Gaming Console,iOS,2025-11-03
DEV006743,USR004523,Laptop,Smart TV OS,2025-04-07
DEV006744,USR004524,Tablet,Windows,2025-03-13
DEV006745,USR004524,Laptop,Windows,2025-06-01
DEV006746,USR004525,Smart TV,Android,2025-07-05
DEV006747,USR004526,Smart TV,Windows,2025-10-11
DEV006748,USR004526,Streaming Stick,iOS,2025-06-14
DEV006749,USR004527,Tablet,Android,2025-08-25
DEV006750,USR004528,Laptop,Android,2025-03-30
DEV006751,USR004529,Streaming Stick,iOS,2025-05-30
DEV006752,USR004530,Mobile,Smart TV OS,2025-04-16
DEV006753,USR004530,Mobile,Smart TV OS,2025-11-03
DEV006754,USR004531,Laptop,Android,2025-06-22
DEV006755,USR004531,Smart TV,Smart TV OS,2025-04-04
DEV006756,USR004532,Mobile,Android,2025-09-12
DEV006757,USR004532,Streaming Stick,Windows,2025-07-11
DEV006758,USR004533,Laptop,Smart TV OS,2025-09-05
DEV006759,USR004534,Smart TV,Windows,2025-10-18
DEV006760,USR004534,Smart TV,Android,2025-08-24
DEV006761,USR004535,Mobile,Android,2025-03-16
DEV006762,USR004536,Mobile,Android,2025-02-06
DEV006763,USR004537,Laptop,macOS,2025-07-12
DEV006764,USR004538,Smart TV,Android,2025-07-21
DEV006765,USR004538,Smart TV,Windows,2025-01-02
DEV006766,USR004539,Gaming Console,Windows,2025-05-11
DEV006767,USR004540,Smart TV,Smart TV OS,2025-08-21
DEV006768,USR004540,Tablet,Windows,2025-10-09
DEV006769,USR004540,Tablet,Android,2025-10-26
DEV006770,USR004541,Smart TV,Android,2025-09-19
DEV006771,USR004541,Smart TV,Android,2025-10-18
DEV006772,USR004542,Mobile,Windows,2025-05-17
DEV006773,USR004543,Smart TV,Android,2025-08-07
DEV006774,USR004544,Smart TV,iOS,2025-09-08
DEV006775,USR004544,Laptop,iOS,2025-11-01
DEV006776,USR004545,Laptop,Windows,2025-08-12
DEV006777,USR004546,Mobile,Windows,2025-03-03
DEV006778,USR004547,Tablet,Android,2025-03-04
DEV006779,USR004548,Mobile,Windows,2025-01-28
DEV006780,USR004549,Streaming Stick,Windows,2025-02-05
DEV006781,USR004550,Smart TV,Windows,2025-10-08
DEV006782,USR004551,Smart TV,iOS,2025-03-07
DEV006783,USR004552,Mobile,Windows,2025-08-05
DEV006784,USR004552,Smart TV,Smart TV OS,2025-04-15
DEV006785,USR004553,Gaming Console,Windows,2025-10-18
DEV006786,USR004554,Laptop,Windows,2025-02-27
DEV006787,USR004555,Laptop,Smart TV OS,2025-11-16
DEV006788,USR004556,Smart TV,Android,2025-05-26
DEV006789,USR004556,Smart TV,Android,2025-08-09
DEV006790,USR004557,Mobile,iOS,2025-04-23
DEV006791,USR004558,Smart TV,Android,2025-10-20
DEV006792,USR004558,Smart TV,macOS,2025-05-17
DEV006793,USR004559,Laptop,macOS,2025-07-01
DEV006794,USR004559,Mobile,Android,2025-05-02
DEV006795,USR004559,Gaming Console,Smart TV OS,2025-03-19
DEV006796,USR004560,Streaming Stick,Android,2025-10-27
DEV006797,USR004561,Laptop,Windows,2025-04-23
DEV006798,USR004562,Smart TV,macOS,2025-07-16
DEV006799,USR004563,Smart TV,Android,2025-11-12
DEV006800,USR004564,Smart TV,Windows,2025-03-24
DEV006801,USR004565,Mobile,Smart TV OS,2025-11-11
DEV006802,USR004566,Tablet,iOS,2025-05-19
DEV006803,USR004566,Mobile,iOS,2025-09-06
DEV006804,USR004566,Smart TV,Windows,2025-03-05
DEV006805,USR004567,Tablet,Android,2025-07-28
DEV006806,USR004568,Smart TV,Android,2025-08-24
DEV006807,USR004569,Laptop,iOS,2025-03-30
DEV006808,USR004569,Laptop,Android,2025-04-23
DEV006809,USR004570,Smart TV,Windows,2025-01-02
DEV006810,USR004571,Smart TV,Windows,2025-06-07
DEV006811,USR004572,Mobile,Smart TV OS,2025-11-04
DEV006812,USR004573,Smart TV,iOS,2025-08-17
DEV006813,USR004573,Tablet,Windows,2025-04-20
DEV006814,USR004574,Streaming Stick,Smart TV OS,2025-02-11
DEV006815,USR004575,Mobile,iOS,2025-08-16
DEV006816,USR004576,Smart TV,Windows,2025-07-16
DEV006817,USR004577,Tablet,iOS,2025-07-14
DEV006818,USR004577,Smart TV,Smart TV OS,2025-01-12
DEV006819,USR004578,Streaming Stick,iOS,2025-05-20
DEV006820,USR004579,Laptop,macOS,2025-09-09
DEV006821,USR004580,Smart TV,Smart TV OS,2025-09-26
DEV006822,USR004581,Laptop,Windows,2025-01-11
DEV006823,USR004582,Streaming Stick,macOS,2025-11-12
DEV006824,USR004583,Mobile,Smart TV OS,2025-08-15
DEV006825,USR004584,Streaming Stick,Windows,2025-07-10
DEV006826,USR004584,Streaming Stick,macOS,2025-03-15
DEV006827,USR004585,Smart TV,Smart TV OS,2025-11-04
DEV006828,USR004585,Laptop,iOS,2025-07-13
DEV006829,USR004586,Smart TV,Android,2025-07-26
DEV006830,USR004587,Gaming Console,Windows,2025-06-10
DEV006831,USR004588,Smart TV,Android,2025-05-21
DEV006832,USR004589,Smart TV,Windows,2025-05-29
DEV006833,USR004590,Smart TV,iOS,2025-07-14
DEV006834,USR004590,Tablet,macOS,2025-11-04
DEV006835,USR004591,Mobile,Smart TV OS,2025-01-13
DEV006836,USR004591,Mobile,Android,2025-10-16
DEV006837,USR004592,Laptop,iOS,2025-02-03
DEV006838,USR004593,Gaming Console,Android,2025-01-12
DEV006839,USR004594,Mobile,Android,2025-06-26
DEV006840,USR004595,Smart TV,Android,2025-01-11
DEV006841,USR004596,Smart TV,Android,2025-08-17
DEV006842,USR004597,Smart TV,Android,2025-02-15
DEV006843,USR004597,Mobile,Android,2025-08-12
DEV006844,USR004598,Mobile,Android,2025-04-28
DEV006845,USR004599,Streaming Stick,Smart TV OS,2025-05-14
DEV006846,USR004600,Mobile,Smart TV OS,2025-03-28
DEV006847,USR004601,Mobile,Android,2025-10-27
DEV006848,USR004602,Gaming Console,iOS,2025-11-03
DEV006849,USR004602,Smart TV,Windows,2025-09-29
DEV006850,USR004603,Smart TV,Windows,2025-01-19
DEV006851,USR004603,Smart TV,Android,2025-07-15
DEV006852,USR004604,Mobile,Windows,2025-04-28
DEV006853,USR004605,Laptop,Windows,2025-03-23
DEV006854,USR004606,Mobile,iOS,2025-10-11
DEV006855,USR004607,Streaming Stick,iOS,2025-02-10
DEV006856,USR004608,Tablet,iOS,2025-05-11
DEV006857,USR004609,Tablet,Android,2025-05-31
DEV006858,USR004610,Smart TV,macOS,2025-08-12
DEV006859,USR004611,Laptop,Smart TV OS,2025-04-06
DEV006860,USR004612,Laptop,Smart TV OS,2025-06-09
DEV006861,USR004613,Streaming Stick,Smart TV OS,2025-02-04
DEV006862,USR004614,Laptop,Smart TV OS,2025-02-17
DEV006863,USR004615,Mobile,Smart TV OS,2025-10-21
DEV006864,USR004615,Smart TV,Android,2025-04-01
DEV006865,USR004616,Mobile,Smart TV OS,2025-08-29
DEV006866,USR004617,Mobile,Android,2025-03-27
DEV006867,USR004617,Laptop,Smart TV OS,2025-05-01
DEV006868,USR004617,Mobile,iOS,2025-01-09
DEV006869,USR004618,Laptop,Windows,2025-04-11
DEV006870,USR004618,Mobile,Android,2025-11-05
DEV006871,USR004619,Mobile,iOS,2025-02-04
DEV006872,USR004619,Mobile,Windows,2025-02-21
DEV006873,USR004620,Smart TV,Smart TV OS,2025-04-02
DEV006874,USR004621,Laptop,Windows,2025-08-25
DEV006875,USR004622,Smart TV,Android,2025-07-08
DEV006876,USR004623,Mobile,Windows,2025-03-20
DEV006877,USR004623,Tablet,Windows,2025-10-01
DEV006878,USR004624,Mobile,Android,2025-05-06
DEV006879,USR004624,Mobile,iOS,2025-01-05
DEV006880,USR004624,Tablet,iOS,2025-06-16
DEV006881,USR004625,Smart TV,macOS,2025-05-20
DEV006882,USR004625,Streaming Stick,Android,2025-09-20
DEV006883,USR004626,Mobile,Smart TV OS,2025-09-14
DEV006884,USR004626,Streaming Stick,Windows,2025-09-16
DEV006885,USR004627,Mobile,Android,2025-07-21
DEV006886,USR004627,Laptop,Android,2025-03-11
DEV006887,USR004628,Streaming Stick,macOS,2025-08-29
DEV006888,USR004629,Gaming Console,Windows,2025-03-09
DEV006889,USR004630,Mobile,iOS,2025-11-08
DEV006890,USR004631,Smart TV,Windows,2025-10-21
DEV006891,USR004631,Gaming Console,iOS,2025-05-23
DEV006892,USR004632,Mobile,Windows,2025-08-21
DEV006893,USR004633,Laptop,Windows,2025-02-26
DEV006894,USR004634,Gaming Console,Android,2025-03-24
DEV006895,USR004634,Tablet,Android,2025-11-24
DEV006896,USR004635,Laptop,macOS,2025-01-22
DEV006897,USR004635,Mobile,Windows,2025-02-04
DEV006898,USR004636,Smart TV,Android,2025-03-11
DEV006899,USR004636,Smart TV,Android,2025-01-01
DEV006900,USR004636,Tablet,Android,2025-05-28
DEV006901,USR004637,Laptop,macOS,2025-09-08
DEV006902,USR004638,Gaming Console,macOS,2025-07-22
DEV006903,USR004638,Tablet,iOS,2025-10-09
DEV006904,USR004639,Mobile,iOS,2025-07-26
DEV006905,USR004640,Laptop,iOS,2025-08-27
DEV006906,USR004640,Smart TV,Windows,2025-09-24
DEV006907,USR004641,Smart TV,macOS,2025-11-07
DEV006908,USR004642,Smart TV,Smart TV OS,2025-07-27
DEV006909,USR004643,Mobile,Windows,2025-09-26
DEV006910,USR004643,Mobile,Windows,2025-07-28
DEV006911,USR004644,Smart TV,macOS,2025-09-13
DEV006912,USR004645,Mobile,Windows,2025-01-19
DEV006913,USR004646,Laptop,iOS,2025-11-04
DEV006914,USR004647,Laptop,iOS,2025-06-02
DEV006915,USR004647,Mobile,macOS,2025-03-01
DEV006916,USR004647,Laptop,Android,2025-11-06
DEV006917,USR004648,Laptop,macOS,2025-07-15
DEV006918,USR004648,Smart TV,Android,2025-07-12
DEV006919,USR004649,Mobile,Android,2025-01-13
DEV006920,USR004650,Smart TV,Smart TV OS,2025-04-12
DEV006921,USR004651,Smart TV,iOS,2025-04-21
DEV006922,USR004651,Tablet,Android,2025-08-11
DEV006923,USR004652,Smart TV,Windows,2025-03-17
DEV006924,USR004652,Mobile,Android,2025-08-19
DEV006925,USR004653,Mobile,iOS,2025-03-13
DEV006926,USR004653,Laptop,Windows,2025-06-04
DEV006927,USR004654,Mobile,macOS,2025-03-14
DEV006928,USR004655,Smart TV,Windows,2025-04-27
DEV006929,USR004656,Smart TV,iOS,2025-05-10
DEV006930,USR004656,Laptop,Windows,2025-09-07
DEV006931,USR004657,Mobile,Android,2025-08-27
DEV006932,USR004658,Smart TV,iOS,2025-04-15
DEV006933,USR004659,Laptop,Android,2025-08-01
DEV006934,USR004660,Tablet,Smart TV OS,2025-05-06
DEV006935,USR004660,Mobile,iOS,2025-03-16
DEV006936,USR004660,Smart TV,Android,2025-11-24
DEV006937,USR004661,Smart TV,iOS,2025-06-01
DEV006938,USR004661,Gaming Console,Windows,2025-07-11
DEV006939,USR004661,Mobile,Android,2025-01-28
DEV006940,USR004662,Tablet,Windows,2025-07-17
DEV006941,USR004663,Mobile,Windows,2025-08-10
DEV006942,USR004663,Mobile,Windows,2025-02-09
DEV006943,USR004664,Smart TV,Smart TV OS,2025-07-01
DEV006944,USR004665,Tablet,Android,2025-10-10
DEV006945,USR004665,Laptop,iOS,2025-09-02
DEV006946,USR004666,Laptop,iOS,2025-09-03
DEV006947,USR004667,Gaming Console,Smart TV OS,2025-06-19
DEV006948,USR004668,Smart TV,iOS,2025-09-17
DEV006949,USR004669,Smart TV,iOS,2025-02-21
DEV006950,USR004670,Mobile,Android,2025-10-15
DEV006951,USR004671,Laptop,Windows,2025-01-13
DEV006952,USR004672,Smart TV,Windows,2025-11-19
DEV006953,USR004673,Laptop,Smart TV OS,2025-01-13
DEV006954,USR004674,Smart TV,Windows,2025-06-21
DEV006955,USR004675,Streaming Stick,Android,2025-08-24
DEV006956,USR004675,Smart TV,Android,2025-06-27
DEV006957,USR004676,Tablet,macOS,2025-05-26
DEV006958,USR004676,Smart TV,iOS,2025-07-08
DEV006959,USR004677,Smart TV,Android,2025-09-22
DEV006960,USR004678,Tablet,Smart TV OS,2025-08-13
DEV006961,USR004679,Mobile,Smart TV OS,2025-08-10
DEV006962,USR004679,Mobile,Windows,2025-09-21
DEV006963,USR004680,Mobile,iOS,2025-10-08
DEV006964,USR004681,Laptop,Smart TV OS,2025-10-17
DEV006965,USR004681,Laptop,Windows,2025-09-17
DEV006966,USR004682,Mobile,Smart TV OS,2025-03-20
DEV006967,USR004683,Tablet,iOS,2025-07-13
DEV006968,USR004683,Tablet,Android,2025-06-19
DEV006969,USR004683,Mobile,Android,2025-08-14
DEV006970,USR004684,Gaming Console,Android,2025-11-22
DEV006971,USR004684,Streaming Stick,Smart TV OS,2025-05-17
DEV006972,USR004685,Mobile,Smart TV OS,2025-04-11
DEV006973,USR004686,Mobile,Smart TV OS,2025-07-16
DEV006974,USR004687,Mobile,iOS,2025-04-23
DEV006975,USR004688,Laptop,Android,2025-06-05
DEV006976,USR004689,Streaming Stick,Smart TV OS,2025-03-10
DEV006977,USR004690,Smart TV,Android,2025-10-19
DEV006978,USR004691,Laptop,iOS,2025-03-19
DEV006979,USR004692,Smart TV,Smart TV OS,2025-10-18
DEV006980,USR004693,Gaming Console,iOS,2025-04-18
DEV006981,USR004694,Smart TV,Smart TV OS,2025-02-03
DEV006982,USR004695,Mobile,Smart TV OS,2025-01-20
DEV006983,USR004696,Laptop,Windows,2025-09-05
DEV006984,USR004697,Streaming Stick,macOS,2025-04-23
DEV006985,USR004697,Mobile,Android,2025-08-28
DEV006986,USR004698,Laptop,Smart TV OS,2025-03-26
DEV006987,USR004698,Smart TV,Smart TV OS,2025-09-10
DEV006988,USR004699,Streaming Stick,Android,2025-08-24
DEV006989,USR004700,Laptop,iOS,2025-06-25
DEV006990,USR004700,Smart TV,iOS,2025-11-12
DEV006991,USR004701,Laptop,iOS,2025-07-10
DEV006992,USR004701,Tablet,iOS,2025-08-29
DEV006993,USR004702,Smart TV,Windows,2025-05-13
DEV006994,USR004702,Mobile,Android,2025-10-23
DEV006995,USR004702,Mobile,macOS,2025-10-13
DEV006996,USR004703,Smart TV,Android,2025-06-19
DEV006997,USR004704,Gaming Console,iOS,2025-06-17
DEV006998,USR004704,Tablet,iOS,2025-09-27
DEV006999,USR004705,Smart TV,Android,2025-10-29
DEV007000,USR004706,Laptop,iOS,2025-05-23
DEV007001,USR004707,Gaming Console,Smart TV OS,2025-05-06
DEV007002,USR004707,Smart TV,Windows,2025-04-26
DEV007003,USR004708,Smart TV,iOS,2025-08-11
DEV007004,USR004708,Mobile,iOS,2025-09-05
DEV007005,USR004709,Tablet,Smart TV OS,2025-09-18
DEV007006,USR004710,Laptop,Windows,2025-07-27
DEV007007,USR004711,Streaming Stick,Android,2025-10-30
DEV007008,USR004712,Mobile,Android,2025-05-12
DEV007009,USR004713,Smart TV,Windows,2025-03-17
DEV007010,USR004714,Smart TV,Smart TV OS,2025-04-23
DEV007011,USR004715,Mobile,iOS,2025-05-08
DEV007012,USR004715,Mobile,Android,2025-08-26
DEV007013,USR004716,Streaming Stick,Windows,2025-02-20
DEV007014,USR004716,Smart TV,Windows,2025-10-05
DEV007015,USR004717,Smart TV,macOS,2025-07-31
DEV007016,USR004718,Mobile,iOS,2025-08-03
DEV007017,USR004718,Laptop,Smart TV OS,2025-10-18
DEV007018,USR004719,Mobile,Windows,2025-02-11
DEV007019,USR004720,Mobile,iOS,2025-11-16
DEV007020,USR004721,Tablet,Windows,2025-02-03
DEV007021,USR004722,Mobile,Android,2025-01-30
DEV007022,USR004722,Tablet,Windows,2025-08-12
DEV007023,USR004723,Laptop,iOS,2025-08-10
DEV007024,USR004724,Mobile,macOS,2025-08-31
DEV007025,USR004725,Smart TV,Windows,2025-06-20
DEV007026,USR004725,Gaming Console,macOS,2025-07-09
DEV007027,USR004725,Laptop,iOS,2025-03-02
DEV007028,USR004726,Smart TV,Smart TV OS,2025-09-07
DEV007029,USR004727,Streaming Stick,iOS,2025-09-09
DEV007030,USR004727,Laptop,Windows,2025-07-22
DEV007031,USR004728,Laptop,Android,2025-07-27
DEV007032,USR004729,Gaming Console,macOS,2025-05-01
DEV007033,USR004730,Smart TV,Windows,2025-11-09
DEV007034,USR004731,Mobile,iOS,2025-06-22
DEV007035,USR004731,Mobile,Windows,2025-03-23
DEV007036,USR004732,Mobile,macOS,2025-10-31
DEV007037,USR004733,Smart TV,Android,2025-02-12
DEV007038,USR004734,Mobile,iOS,2025-02-12
DEV007039,USR004735,Laptop,Android,2025-01-05
DEV007040,USR004735,Smart TV,macOS,2025-03-18
DEV007041,USR004736,Mobile,Android,2025-09-10
DEV007042,USR004737,Gaming Console,Smart TV OS,2025-03-19
DEV007043,USR004737,Smart TV,macOS,2025-01-27
DEV007044,USR004738,Mobile,Android,2025-04-01
DEV007045,USR004739,Mobile,Smart TV OS,2025-05-30
DEV007046,USR004740,Mobile,Android,2025-07-07
DEV007047,USR004740,Mobile,Windows,2025-07-02
DEV007048,USR004740,Mobile,macOS,2025-10-20
DEV007049,USR004741,Laptop,Smart TV OS,2025-03-26
DEV007050,USR004742,Mobile,Windows,2025-06-19
DEV007051,USR004742,Streaming Stick,Android,2025-02-21
DEV007052,USR004743,Mobile,Windows,2025-10-26
DEV007053,USR004744,Mobile,Android,2025-01-21
DEV007054,USR004745,Smart TV,Smart TV OS,2025-04-09
DEV007055,USR004745,Mobile,Android,2025-03-29
DEV007056,USR004746,Mobile,Android,2025-09-09
DEV007057,USR004746,Mobile,macOS,2025-02-25
DEV007058,USR004747,Mobile,Android,2025-05-30
DEV007059,USR004748,Tablet,Android,2025-09-27
DEV007060,USR004748,Mobile,Android,2025-02-06
DEV007061,USR004749,Gaming Console,iOS,2025-05-26
DEV007062,USR004749,Smart TV,iOS,2025-03-12
DEV007063,USR004750,Smart TV,Smart TV OS,2025-11-07
DEV007064,USR004751,Smart TV,Windows,2025-03-22
DEV007065,USR004751,Streaming Stick,Android,2025-11-26
DEV007066,USR004752,Smart TV,iOS,2025-09-21
DEV007067,USR004752,Laptop,Android,2025-02-19
DEV007068,USR004753,Mobile,Windows,2025-04-25
DEV007069,USR004754,Gaming Console,iOS,2025-01-17
DEV007070,USR004754,Mobile,Smart TV OS,2025-07-21
DEV007071,USR004755,Mobile,iOS,2025-03-25
DEV007072,USR004755,Mobile,Android,2025-08-31
DEV007073,USR004756,Streaming Stick,Android,2025-07-03
DEV007074,USR004756,Streaming Stick,Smart TV OS,2025-09-18
DEV007075,USR004757,Streaming Stick,Android,2025-07-25
DEV007076,USR004758,Mobile,iOS,2025-05-01
DEV007077,USR004759,Smart TV,Windows,2025-06-08
DEV007078,USR004759,Smart TV,iOS,2025-06-17
DEV007079,USR004760,Mobile,Smart TV OS,2025-08-25
DEV007080,USR004761,Mobile,iOS,2025-03-21
DEV007081,USR004762,Mobile,Android,2025-01-31
DEV007082,USR004763,Tablet,Smart TV OS,2025-03-02
DEV007083,USR004764,Smart TV,Android,2025-08-18
DEV007084,USR004765,Smart TV,Smart TV OS,2025-02-07
DEV007085,USR004766,Smart TV,Android,2025-06-20
DEV007086,USR004767,Mobile,Android,2025-10-24
DEV007087,USR004767,Streaming Stick,macOS,2025-05-03
DEV007088,USR004768,Smart TV,iOS,2025-08-11
DEV007089,USR004768,Tablet,Android,2025-07-29
DEV007090,USR004769,Mobile,iOS,2025-11-26
DEV007091,USR004770,Streaming Stick,iOS,2025-10-10
DEV007092,USR004770,Smart TV,iOS,2025-10-28
DEV007093,USR004771,Mobile,macOS,2025-04-18
DEV007094,USR004772,Laptop,iOS,2025-01-18
DEV007095,USR004772,Tablet,Windows,2025-07-06
DEV007096,USR004773,Smart TV,Windows,2025-04-09
DEV007097,USR004774,Smart TV,Windows,2025-01-26
DEV007098,USR004775,Mobile,macOS,2025-05-10
DEV007099,USR004776,Mobile,Smart TV OS,2025-09-12
DEV007100,USR004777,Mobile,Android,2025-07-23
DEV007101,USR004778,Smart TV,Windows,2025-06-15
DEV007102,USR004778,Mobile,Windows,2025-08-19
DEV007103,USR004779,Smart TV,iOS,2025-06-17
DEV007104,USR004780,Laptop,iOS,2025-08-05
DEV007105,USR004780,Smart TV,iOS,2025-06-11
DEV007106,USR004781,Tablet,Windows,2025-10-18
DEV007107,USR004781,Gaming Console,Android,2025-04-05
DEV007108,USR004781,Streaming Stick,iOS,2025-01-04
DEV007109,USR004782,Smart TV,iOS,2025-03-26
DEV007110,USR004782,Smart TV,Android,2025-05-09
DEV007111,USR004783,Mobile,iOS,2025-09-07
DEV007112,USR004784,Smart TV,Android,2025-06-21
DEV007113,USR004784,Laptop,macOS,2025-03-17
DEV007114,USR004785,Smart TV,Android,2025-03-13
DEV007115,USR004786,Laptop,Android,2025-11-06
DEV007116,USR004787,Smart TV,iOS,2025-05-23
DEV007117,USR004788,Laptop,Smart TV OS,2025-04-03
DEV007118,USR004788,Mobile,iOS,2025-08-02
DEV007119,USR004789,Mobile,iOS,2025-01-05
DEV007120,USR004790,Tablet,Windows,2025-06-25
DEV007121,USR004790,Smart TV,Smart TV OS,2025-11-11
DEV007122,USR004791,Smart TV,Android,2025-01-02
DEV007123,USR004792,Mobile,iOS,2025-09-14
DEV007124,USR004793,Smart TV,Android,2025-03-17
DEV007125,USR004794,Gaming Console,Android,2025-09-16
DEV007126,USR004795,Gaming Console,Windows,2025-07-20
DEV007127,USR004796,Smart TV,iOS,2025-10-30
DEV007128,USR004796,Smart TV,Android,2025-11-10
DEV007129,USR004797,Laptop,iOS,2025-04-11
DEV007130,USR004797,Tablet,Windows,2025-08-11
DEV007131,USR004797,Smart TV,Android,2025-01-21
DEV007132,USR004798,Laptop,Smart TV OS,2025-10-30
DEV007133,USR004799,Mobile,Windows,2025-10-03
DEV007134,USR004800,Smart TV,Windows,2025-08-22
DEV007135,USR004800,Mobile,Windows,2025-01-23
DEV007136,USR004800,Smart TV,Android,2025-05-26
DEV007137,USR004801,Tablet,Smart TV OS,2025-07-28
DEV007138,USR004802,Tablet,iOS,2025-02-02
DEV007139,USR004803,Smart TV,Smart TV OS,2025-08-02
DEV007140,USR004804,Tablet,Smart TV OS,2025-11-08
DEV007141,USR004804,Mobile,Windows,2025-10-20
DEV007142,USR004804,Smart TV,Smart TV OS,2025-04-29
DEV007143,USR004805,Laptop,macOS,2025-10-30
DEV007144,USR004805,Laptop,macOS,2025-04-25
DEV007145,USR004805,Smart TV,Windows,2025-08-19
DEV007146,USR004806,Mobile,iOS,2025-01-20
DEV007147,USR004807,Smart TV,Smart TV OS,2025-10-24
DEV007148,USR004807,Laptop,Android,2025-05-11
DEV007149,USR004808,Smart TV,iOS,2025-01-03
DEV007150,USR004809,Laptop,Android,2025-01-21
DEV007151,USR004810,Mobile,Android,2025-08-19
DEV007152,USR004811,Tablet,Windows,2025-01-02
DEV007153,USR004812,Mobile,Android,2025-02-08
DEV007154,USR004813,Mobile,Smart TV OS,2025-05-21
DEV007155,USR004813,Smart TV,Smart TV OS,2025-10-02
DEV007156,USR004814,Smart TV,Android,2025-10-07
DEV007157,USR004814,Smart TV,Android,2025-08-02
DEV007158,USR004815,Streaming Stick,Android,2025-11-24
DEV007159,USR004816,Tablet,iOS,2025-11-04
DEV007160,USR004816,Smart TV,iOS,2025-01-27
DEV007161,USR004817,Smart TV,Windows,2025-10-25
DEV007162,USR004818,Smart TV,Windows,2025-10-10
DEV007163,USR004819,Smart TV,Smart TV OS,2025-03-01
DEV007164,USR004820,Smart TV,iOS,2025-07-19
DEV007165,USR004820,Smart TV,Android,2025-10-15
DEV007166,USR004821,Smart TV,macOS,2025-04-01
DEV007167,USR004821,Laptop,Android,2025-10-07
DEV007168,USR004822,Smart TV,Smart TV OS,2025-01-08
DEV007169,USR004822,Mobile,Android,2025-08-08
DEV007170,USR004823,Tablet,iOS,2025-05-06
DEV007171,USR004824,Mobile,Windows,2025-01-11
DEV007172,USR004824,Streaming Stick,Windows,2025-02-20
