user_id,country,language,signup_date,acquisition_channel,age_group,account_status
USR003832,United States,Tamil,2025-04-23,Referral,35-44,Active
USR003833,India,English,2025-02-02,App Store,25-34,Active
USR003834,India,French,2025-05-05,Organic Search,25-34,Active
USR003835,Australia,English,2025-01-23,Organic Search,45-54,Active
USR003836,India,Tamil,2025-03-02,Referral,45-54,Active
USR003837,India,Bengali,2025-02-12,App Store,25-34,Active
USR003838,United States,French,2025-05-13,Organic Search,45-54,Active
USR003839,United States,Bengali,2025-03-22,Organic Search,55+,Active
USR003840,Australia,Hindi,2025-05-04,Referral,55+,Active
USR003841,India,German,2025-02-17,Social Media,45-54,Inactive
USR003842,India,Spanish,2025-03-12,Partner Bundle,18-24,Active
USR003843,United States,Telugu,2025-02-19,Social Media,35-44,Inactive
USR003844,United Kingdom,Portuguese,2025-07-27,Partner Bundle,25-34,Active
USR003845,France,English,2025-03-02,Partner Bundle,25-34,Inactive
USR003846,United Kingdom,Bengali,2025-03-07,Organic Search,25-34,Active
USR003847,UAE,French,2025-07-01,Social Media,55+,Active
USR003848,India,German,2025-05-03,Social Media,55+,Active
USR003849,United Kingdom,English,2025-05-08,Social Media,18-24,Active
USR003850,Canada,German,2025-03-09,Organic Search,25-34,Inactive
USR003851,Australia,Portuguese,2025-05-12,App Store,45-54,Active
USR003852,Brazil,Bengali,2025-03-20,Organic Search,35-44,Active
USR003853,United States,Bengali,2025-05-09,Partner Bundle,35-44,Active
USR003854,United States,Tamil,2025-06-05,Referral,25-34,Inactive
USR003855,France,Portuguese,2025-04-11,Referral,25-34,Active
USR003856,India,French,2025-07-24,Paid Ads,25-34,Inactive
USR003857,India,Tamil,2025-05-23,Partner Bundle,25-34,Active
USR003858,United States,Spanish,2025-04-09,Social Media,55+,Active
USR003859,India,Hindi,2025-08-28,Organic Search,18-24,Active
USR003860,United States,Portuguese,2025-01-29,Social Media,55+,Active
USR003861,Brazil,German,2025-03-10,Referral,45-54,Active
USR003862,United States,Hindi,2025-05-15,Organic Search,35-44,Active
USR003863,Australia,German,2025-05-03,Paid Ads,25-34,Active
USR003864,India,Tamil,2025-01-11,Referral,35-44,Active
USR003865,India,Bengali,2025-04-02,Referral,25-34,Active
USR003866,India,German,2025-05-23,Organic Search,25-34,Active
USR003867,United Kingdom,Hindi,2025-04-20,App Store,25-34,Active
USR003868,India,Telugu,2025-07-04,Social Media,18-24,Inactive
USR003869,Australia,German,2025-03-17,Paid Ads,25-34,Active
USR003870,Canada,Hindi,2025-07-26,Organic Search,25-34,Active
USR003871,United States,Tamil,2025-03-29,App Store,18-24,Inactive
USR003872,India,Telugu,2025-06-06,Social Media,25-34,Inactive
USR003873,India,Bengali,2025-03-12,Partner Bundle,25-34,Active
USR003874,United Kingdom,Spanish,2025-09-06,Social Media,25-34,Active
USR003875,France,French,2025-03-22,Organic Search,55+,Active
USR003876,United Kingdom,Tamil,2025-07-03,Referral,45-54,Inactive
USR003877,United States,Spanish,2025-04-15,Referral,18-24,Active
USR003878,UAE,Tamil,2025-08-21,Social Media,25-34,Active
USR003879,India,Portuguese,2025-02-26,App Store,25-34,Inactive
USR003880,United States,German,2025-05-30,Social Media,25-34,Active
USR003881,United Kingdom,Hindi,2025-08-21,Organic Search,25-34,Active
USR003882,India,Hindi,2025-04-23,Organic Search,45-54,Active
USR003883,Brazil,Telugu,2025-05-04,Partner Bundle,35-44,Active
USR003884,United States,French,2025-04-01,Referral,25-34,Active
USR003885,India,Portuguese,2025-01-16,Referral,25-34,Active
USR003886,India,Portuguese,2025-02-01,Organic Search,25-34,Inactive
USR003887,United Kingdom,Tamil,2025-06-14,Referral,25-34,Inactive
USR003888,United Kingdom,German,2025-03-27,Referral,25-34,Active
USR003889,Brazil,Telugu,2025-03-03,Referral,45-54,Inactive
USR003890,United Kingdom,German,2025-10-23,Partner Bundle,25-34,Active
USR003891,Canada,Portuguese,2025-02-10,Referral,45-54,Active
USR003892,India,Portuguese,2025-03-21,Partner Bundle,25-34,Active
USR003893,India,Telugu,2025-01-10,Organic Search,35-44,Active
USR003894,United Kingdom,French,2025-02-11,Partner Bundle,35-44,Active
USR003895,UAE,English,2025-06-20,Referral,25-34,Active
USR003896,United Kingdom,French,2025-04-06,Social Media,45-54,Active
USR003897,United States,Spanish,2025-06-01,Paid Ads,35-44,Active
USR003898,United Kingdom,English,2025-07-09,Referral,45-54,Active
USR003899,United States,French,2025-03-18,Referral,25-34,Active
USR003900,India,Telugu,2025-02-07,Organic Search,18-24,Active
USR003901,Australia,Hindi,2025-04-15,Paid Ads,18-24,Active
USR003902,United Kingdom,Telugu,2025-05-10,Social Media,25-34,Active
USR003903,United States,Tamil,2025-05-14,Social Media,45-54,Active
USR003904,United Kingdom,Portuguese,2025-09-15,Partner Bundle,25-34,Active
USR003905,India,Hindi,2025-09-08,Organic Search,25-34,Inactive
USR003906,United States,Tamil,2025-04-30,App Store,25-34,Inactive
USR003907,Canada,Tamil,2025-03-24,Referral,35-44,Active
USR003908,India,Tamil,2025-03-01,Organic Search,35-44,Active
USR003909,Australia,Spanish,2025-07-11,App Store,45-54,Active
USR003910,United Kingdom,Tamil,2025-03-05,Paid Ads,25-34,Active
USR003911,UAE,Portuguese,2025-06-06,Social Media,55+,Active
USR003912,France,Spanish,2025-05-20,Social Media,45-54,Active
USR003913,United States,Hindi,2025-03-12,Social Media,25-34,Active
USR003914,India,Bengali,2025-05-02,Organic Search,45-54,Inactive
USR003915,Australia,Spanish,2025-04-05,App Store,25-34,Active
USR003916,United States,German,2025-03-14,Organic Search,45-54,Active
USR003917,United Kingdom,German,2025-03-02,App Store,25-34,Inactive
USR003918,India,Hindi,2025-05-22,Paid Ads,25-34,Active
USR003919,Canada,Hindi,2025-03-17,Partner Bundle,35-44,Active
USR003920,United States,Tamil,2025-03-15,Organic Search,55+,Active
USR003921,India,Hindi,2025-03-16,Social Media,35-44,Active
USR003922,Brazil,Tamil,2025-04-16,Paid Ads,55+,Active
USR003923,United States,Telugu,2025-07-13,App Store,45-54,Active
USR003924,Canada,French,2025-03-14,Organic Search,25-34,Active
USR003925,Canada,French,2025-04-14,App Store,25-34,Active
USR003926,India,Spanish,2025-07-15,Organic Search,25-34,Active
USR003927,Australia,English,2025-03-28,Referral,25-34,Active
USR003928,India,French,2025-02-28,Organic Search,35-44,Active
USR003929,Germany,Spanish,2025-04-04,Organic Search,25-34,Active
USR003930,United Kingdom,Bengali,2025-05-19,App Store,55+,Active
USR003931,India,German,2025-03-13,Organic Search,18-24,Active
USR003932,United States,Telugu,2025-04-21,Referral,25-34,Active
USR003933,Australia,Spanish,2025-06-10,Organic Search,35-44,Active
USR003934,United Kingdom,Spanish,2025-05-12,App Store,18-24,Inactive
USR003935,Canada,Tamil,2025-01-16,App Store,45-54,Inactive
USR003936,India,French,2025-07-01,Paid Ads,45-54,Active
USR003937,Germany,Bengali,2025-02-27,Paid Ads,45-54,Active
USR003938,India,Spanish,2025-03-08,Referral,55+,Active
USR003939,United Kingdom,German,2025-04-29,Referral,35-44,Active
USR003940,India,English,2025-05-25,Social Media,45-54,Active
USR003941,India,English,2025-09-02,Paid Ads,18-24,Active
USR003942,Canada,Bengali,2025-02-20,Social Media,25-34,Active
USR003943,India,Telugu,2025-05-11,Organic Search,25-34,Active
USR003944,UAE,English,2025-06-03,Organic Search,45-54,Active
USR003945,Canada,Tamil,2025-03-29,Paid Ads,25-34,Active
USR003946,UAE,Hindi,2025-07-23,Social Media,25-34,Inactive
USR003947,United States,English,2025-09-07,Partner Bundle,25-34,Inactive
USR003948,India,German,2025-05-11,Social Media,35-44,Inactive
USR003949,United Kingdom,German,2025-02-04,Organic Search,35-44,Active
USR003950,India,Hindi,2025-02-03,Social Media,25-34,Inactive
USR003951,United States,German,2025-04-29,Paid Ads,18-24,Active
USR003952,Canada,Telugu,2025-05-27,Referral,18-24,Active
USR003953,Australia,French,2025-07-11,Referral,35-44,Active
USR003954,India,Hindi,2025-04-21,Organic Search,18-24,Inactive
USR003955,Germany,German,2025-04-05,App Store,25-34,Active
USR003956,United States,Tamil,2025-05-01,Partner Bundle,35-44,Active
USR003957,United Kingdom,Bengali,2025-04-27,Organic Search,25-34,Active
USR003958,India,Portuguese,2025-03-22,Paid Ads,35-44,Active
USR003959,United States,Bengali,2025-08-17,Organic Search,35-44,Active
USR003960,Australia,Telugu,2025-04-25,Organic Search,45-54,Active
USR003961,Germany,Portuguese,2025-02-04,Organic Search,25-34,Active
USR003962,United States,Portuguese,2025-04-18,Referral,35-44,Active
USR003963,Australia,Tamil,2025-06-17,App Store,35-44,Active
USR003964,India,Spanish,2025-05-16,App Store,25-34,Active
USR003965,France,Bengali,2025-03-11,Organic Search,25-34,Inactive
USR003966,United Kingdom,Spanish,2025-08-17,Referral,45-54,Active
USR003967,Germany,English,2025-06-09,Organic Search,18-24,Active
USR003968,United States,French,2025-02-20,Social Media,35-44,Active
USR003969,India,Portuguese,2025-02-06,Referral,18-24,Active
USR003970,United States,Bengali,2025-03-15,App Store,35-44,Active
USR003971,United States,Tamil,2025-01-14,App Store,18-24,Active
USR003972,India,Spanish,2025-08-04,Organic Search,25-34,Inactive
USR003973,India,Spanish,2025-04-12,Paid Ads,25-34,Active
USR003974,Germany,Telugu,2025-02-08,Social Media,35-44,Active
USR003975,India,German,2025-04-20,Referral,25-34,Active
USR003976,UAE,Spanish,2025-02-08,Organic Search,25-34,Active
USR003977,India,English,2025-06-18,Organic Search,25-34,Active
USR003978,Brazil,Portuguese,2025-05-28,App Store,35-44,Inactive
USR003979,Brazil,German,2025-05-26,Organic Search,35-44,Active
USR003980,United States,Telugu,2025-04-28,App Store,45-54,Active
USR003981,Brazil,Portuguese,2025-05-18,Organic Search,35-44,Active
USR003982,UAE,French,2025-03-30,Social Media,45-54,Active
USR003983,India,German,2025-06-22,Paid Ads,35-44,Active
USR003984,Singapore,Spanish,2025-06-06,Organic Search,25-34,Active
USR003985,India,Telugu,2025-04-26,Partner Bundle,18-24,Active
USR003986,India,English,2025-07-11,Paid Ads,35-44,Active
USR003987,United Kingdom,Bengali,2025-06-20,Organic Search,55+,Active
USR003988,India,Spanish,2025-02-17,App Store,25-34,Active
USR003989,India,French,2025-02-18,Partner Bundle,18-24,Active
USR003990,Brazil,French,2025-02-07,Organic Search,25-34,Active
USR003991,Brazil,Telugu,2025-03-02,App Store,25-34,Active
USR003992,Germany,Telugu,2025-05-13,Partner Bundle,18-24,Active
USR003993,United States,French,2025-09-14,Organic Search,25-34,Active
USR003994,UAE,Tamil,2025-04-20,Organic Search,45-54,Inactive
USR003995,India,Bengali,2025-04-29,Paid Ads,25-34,Active
USR003996,Singapore,French,2025-05-27,Partner Bundle,55+,Active
USR003997,United States,English,2025-05-18,Paid Ads,25-34,Active
USR003998,UAE,Telugu,2025-03-11,Referral,18-24,Active
USR003999,Canada,Hindi,2025-03-23,Organic Search,45-54,Inactive
USR004000,Brazil,Spanish,2025-05-17,Partner Bundle,18-24,Active
USR004001,UAE,Bengali,2025-03-23,Organic Search,18-24,Inactive
USR004002,UAE,Hindi,2025-03-28,Organic Search,25-34,Active
USR004003,Canada,Hindi,2025-03-27,Social Media,45-54,Active
USR004004,France,French,2025-06-10,Referral,35-44,Inactive
USR004005,Germany,Tamil,2025-03-02,Organic Search,45-54,Inactive
USR004006,India,Hindi,2025-03-19,Organic Search,45-54,Active
USR004007,Canada,Portuguese,2025-08-27,Organic Search,18-24,Active
USR004008,India,Hindi,2025-06-05,Organic Search,18-24,Active
USR004009,UAE,Portuguese,2025-02-26,Partner Bundle,25-34,Active
USR004010,India,Telugu,2025-05-12,Organic Search,45-54,Active
USR004011,Brazil,Spanish,2025-03-04,App Store,25-34,Active
USR004012,United States,Portuguese,2025-09-04,App Store,55+,Active
USR004013,India,Portuguese,2025-02-20,Paid Ads,25-34,Inactive
USR004014,Singapore,Tamil,2025-02-24,Paid Ads,25-34,Active
USR004015,India,Hindi,2025-06-02,Referral,18-24,Active
USR004016,United States,Telugu,2025-03-13,Referral,45-54,Active
USR004017,Germany,French,2025-07-15,Partner Bundle,18-24,Active
USR004018,India,French,2025-05-10,App Store,55+,Inactive
USR004019,United Kingdom,Telugu,2025-07-06,Organic Search,25-34,Active
USR004020,Australia,German,2025-02-21,Organic Search,55+,Active
USR004021,Brazil,English,2025-02-22,Social Media,35-44,Active
USR004022,India,Spanish,2025-04-25,Organic Search,35-44,Active
USR004023,India,Telugu,2025-06-06,Partner Bundle,18-24,Active
USR004024,United States,Portuguese,2025-01-23,Social Media,18-24,Active
USR004025,United States,Portuguese,2025-06-07,Organic Search,25-34,Active
USR004026,United States,Telugu,2025-05-11,Paid Ads,25-34,Active
USR004027,India,German,2025-05-25,Social Media,35-44,Active
USR004028,United Kingdom,French,2025-03-15,Organic Search,18-24,Active
USR004029,UAE,Portuguese,2025-07-15,Organic Search,35-44,Active
USR004030,India,Tamil,2025-02-03,Organic Search,18-24,Active
USR004031,India,Hindi,2025-05-08,Referral,45-54,Active
USR004032,Canada,Spanish,2025-06-14,Paid Ads,45-54,Active
USR004033,India,Telugu,2025-02-20,Partner Bundle,45-54,Active
USR004034,Canada,French,2025-01-22,Referral,25-34,Active
USR004035,India,Telugu,2025-08-17,Paid Ads,18-24,Active
USR004036,United States,German,2025-07-14,Organic Search,25-34,Active
USR004037,United States,English,2025-06-06,Organic Search,35-44,Active
USR004038,United States,Spanish,2025-04-05,Social Media,25-34,Inactive
USR004039,France,Portuguese,2025-04-27,App Store,35-44,Active
USR004040,Singapore,French,2025-04-25,Social Media,18-24,Active
USR004041,United Kingdom,German,2025-06-18,Organic Search,45-54,Active
USR004042,United Kingdom,Hindi,2025-04-22,Partner Bundle,25-34,Active
USR004043,India,Bengali,2025-02-22,Social Media,45-54,Inactive
USR004044,Australia,English,2025-02-19,Organic Search,35-44,Active
USR004045,United Kingdom,French,2025-07-11,Referral,25-34,Active
USR004046,India,Tamil,2025-02-02,Paid Ads,35-44,Active
USR004047,India,Bengali,2025-06-02,Partner Bundle,25-34,Inactive
USR004048,India,French,2025-03-14,App Store,35-44,Inactive
USR004049,India,Hindi,2025-01-16,Organic Search,25-34,Active
USR004050,Canada,French,2025-05-31,Referral,45-54,Active
USR004051,Singapore,English,2025-05-13,Social Media,55+,Active
USR004052,Germany,Bengali,2025-04-13,Social Media,35-44,Active
USR004053,United States,Portuguese,2025-03-15,Organic Search,35-44,Active
USR004054,United States,Spanish,2025-08-07,Social Media,25-34,Active
USR004055,United States,Bengali,2025-04-20,Referral,45-54,Active
USR004056,United Kingdom,Portuguese,2025-03-30,Organic Search,25-34,Active
USR004057,United States,Bengali,2025-02-19,Referral,45-54,Inactive
USR004058,India,Hindi,2025-02-17,Organic Search,18-24,Active
USR004059,United Kingdom,Hindi,2025-05-31,Organic Search,45-54,Active
USR004060,United States,French,2025-03-27,Partner Bundle,25-34,Active
USR004061,India,English,2025-01-05,Paid Ads,25-34,Active
USR004062,India,Spanish,2025-03-07,Referral,18-24,Active
USR004063,India,French,2025-06-22,Social Media,18-24,Active
USR004064,United States,Hindi,2025-05-26,Organic Search,45-54,Active
USR004065,United States,Telugu,2025-03-13,Organic Search,25-34,Active
USR004066,India,Spanish,2025-09-05,Organic Search,55+,Active
USR004067,India,Telugu,2025-02-12,Paid Ads,25-34,Active
USR004068,India,Telugu,2025-02-05,Organic Search,55+,Inactive
USR004069,Singapore,Portuguese,2025-02-02,Social Media,35-44,Inactive
USR004070,India,French,2025-03-02,Organic Search,18-24,Active
USR004071,India,French,2025-05-23,Organic Search,25-34,Active
USR004072,Canada,English,2025-03-14,Referral,55+,Active
USR004073,India,Tamil,2025-04-05,Paid Ads,25-34,Inactive
USR004074,United Kingdom,Tamil,2025-01-23,Partner Bundle,18-24,Active
USR004075,India,Telugu,2025-07-19,Social Media,25-34,Inactive
USR004076,Brazil,Portuguese,2025-07-06,Paid Ads,45-54,Inactive
USR004077,Brazil,Portuguese,2025-03-29,Organic Search,55+,Active
USR004078,Canada,German,2025-04-03,Referral,18-24,Active
USR004079,Australia,Hindi,2025-04-19,Referral,25-34,Active
USR004080,United States,English,2025-05-12,Organic Search,25-34,Active
USR004081,Brazil,Hindi,2025-05-01,Referral,55+,Active
USR004082,United States,Hindi,2025-04-24,Referral,25-34,Active
USR004083,India,English,2025-03-31,Social Media,55+,Active
USR004084,India,Bengali,2025-02-17,Referral,35-44,Active
USR004085,India,Spanish,2025-04-29,Organic Search,45-54,Active
USR004086,United Kingdom,Bengali,2025-03-22,App Store,55+,Active
USR004087,India,Tamil,2025-04-18,Referral,18-24,Active
USR004088,Canada,English,2025-02-01,Organic Search,25-34,Active
USR004089,United States,Telugu,2025-03-23,Partner Bundle,25-34,Active
USR004090,UAE,Spanish,2025-03-02,Social Media,35-44,Active
USR004091,United Kingdom,Portuguese,2025-05-28,Partner Bundle,25-34,Active
USR004092,Canada,Portuguese,2025-04-25,Organic Search,55+,Active
USR004093,United Kingdom,French,2025-03-06,Organic Search,25-34,Active
USR004094,UAE,Hindi,2025-03-12,Paid Ads,18-24,Active
USR004095,India,Portuguese,2025-05-09,Partner Bundle,18-24,Active
USR004096,India,German,2025-05-02,Organic Search,25-34,Active
USR004097,Australia,Bengali,2025-04-13,Paid Ads,18-24,Active
USR004098,Germany,Portuguese,2025-05-13,Organic Search,35-44,Active
USR004099,United States,English,2025-06-26,App Store,25-34,Inactive
USR004100,United States,Spanish,2025-03-06,Referral,55+,Active
USR004101,India,Telugu,2025-02-01,App Store,18-24,Active
USR004102,India,Hindi,2025-05-21,Social Media,18-24,Active
USR004103,Singapore,French,2025-03-15,Partner Bundle,25-34,Active
USR004104,India,French,2025-05-20,Social Media,25-34,Active
USR004105,Canada,Telugu,2025-06-06,Social Media,45-54,Active
USR004106,Germany,Hindi,2025-04-25,Partner Bundle,25-34,Active
USR004107,India,Bengali,2025-03-11,Organic Search,25-34,Active
USR004108,India,Bengali,2025-01-12,Referral,35-44,Inactive
USR004109,India,Tamil,2025-02-12,Referral,35-44,Active
USR004110,Australia,French,2025-02-22,Organic Search,18-24,Active
USR004111,India,Hindi,2025-05-07,Social Media,35-44,Active
USR004112,India,Spanish,2025-07-20,Social Media,35-44,Inactive
USR004113,India,Spanish,2025-02-19,App Store,18-24,Active
USR004114,India,Spanish,2025-04-25,Social Media,35-44,Active
USR004115,India,French,2025-03-26,Social Media,55+,Active
USR004116,India,Telugu,2025-02-25,Paid Ads,25-34,Active
USR004117,India,Portuguese,2025-05-31,Referral,18-24,Active
USR004118,Australia,French,2025-06-25,Social Media,45-54,Active
USR004119,India,Telugu,2025-05-01,Paid Ads,25-34,Active
USR004120,Canada,Tamil,2025-05-23,Social Media,35-44,Active
USR004121,United Kingdom,Portuguese,2025-04-27,Organic Search,25-34,Active
USR004122,UAE,Bengali,2025-04-08,Paid Ads,45-54,Active
USR004123,India,Hindi,2025-07-04,Organic Search,55+,Active
USR004124,India,Spanish,2025-02-15,Partner Bundle,25-34,Active
USR004125,UAE,Tamil,2025-02-19,Referral,55+,Active
USR004126,France,German,2025-01-11,Organic Search,18-24,Active
USR004127,India,Hindi,2025-05-04,Organic Search,35-44,Active
USR004128,India,Hindi,2025-05-18,Organic Search,35-44,Active
USR004129,France,German,2025-04-16,App Store,25-34,Active
USR004130,India,German,2025-04-29,App Store,35-44,Active
USR004131,UAE,English,2025-03-02,Organic Search,25-34,Inactive
USR004132,Brazil,Spanish,2025-03-18,Referral,18-24,Active
USR004133,India,Portuguese,2025-04-02,Partner Bundle,45-54,Active
USR004134,France,Spanish,2025-02-20,Paid Ads,25-34,Active
USR004135,United States,Tamil,2025-02-17,Referral,25-34,Inactive
USR004136,Germany,Tamil,2025-04-22,Organic Search,25-34,Active
USR004137,United States,Hindi,2025-02-27,Partner Bundle,45-54,Active
USR004138,India,Telugu,2025-05-15,Partner Bundle,18-24,Inactive
USR004139,Australia,Portuguese,2025-07-10,Social Media,25-34,Active
USR004140,India,Portuguese,2025-03-25,Referral,25-34,Inactive
USR004141,Singapore,Bengali,2025-04-26,Organic Search,35-44,Active
USR004142,United States,German,2025-02-01,Paid Ads,45-54,Inactive
USR004143,India,Bengali,2025-02-15,Organic Search,35-44,Active
USR004144,India,Portuguese,2025-02-08,Partner Bundle,35-44,Active
USR004145,UAE,English,2025-04-25,App Store,35-44,Active
USR004146,India,English,2025-05-23,Social Media,35-44,Active
USR004147,France,German,2025-03-01,Paid Ads,25-34,Active
USR004148,India,Telugu,2025-07-02,Social Media,35-44,Active
USR004149,United States,Portuguese,2025-07-03,App Store,35-44,Active
USR004150,UAE,Portuguese,2025-04-02,Organic Search,45-54,Active
USR004151,India,Spanish,2025-04-21,Referral,18-24,Active
USR004152,India,English,2025-04-11,Social Media,25-34,Inactive
USR004153,UAE,Spanish,2025-04-13,Organic Search,25-34,Active
USR004154,United Kingdom,Bengali,2025-01-16,Organic Search,45-54,Active
USR004155,Australia,Telugu,2025-04-04,Paid Ads,35-44,Active
USR004156,France,German,2025-01-08,Organic Search,25-34,Active
USR004157,United Kingdom,Portuguese,2025-06-28,Paid Ads,55+,Inactive
USR004158,France,French,2025-06-07,Social Media,18-24,Active
USR004159,Canada,Tamil,2025-03-24,Organic Search,25-34,Active
USR004160,Canada,German,2025-07-22,App Store,35-44,Inactive
USR004161,India,Tamil,2025-08-14,Social Media,25-34,Inactive
USR004162,Singapore,French,2025-03-18,Organic Search,35-44,Active
USR004163,Germany,Spanish,2025-05-31,App Store,35-44,Inactive
USR004164,India,German,2025-07-06,Social Media,35-44,Inactive
USR004165,United Kingdom,German,2025-03-14,App Store,35-44,Active
USR004166,United States,Hindi,2025-01-31,Referral,35-44,Active
USR004167,Canada,French,2025-04-22,App Store,45-54,Inactive
USR004168,Brazil,Spanish,2025-04-28,Social Media,25-34,Active
USR004169,India,Telugu,2025-05-05,Organic Search,35-44,Inactive
USR004170,Brazil,German,2025-03-10,Organic Search,35-44,Active
USR004171,India,Tamil,2025-03-20,App Store,35-44,Active
USR004172,United States,Telugu,2025-01-21,App Store,25-34,Inactive
USR004173,United States,Hindi,2025-04-22,Organic Search,25-34,Active
USR004174,India,French,2025-07-19,Partner Bundle,35-44,Active
USR004175,United Kingdom,Tamil,2025-05-20,Partner Bundle,25-34,Active
USR004176,France,Spanish,2025-01-29,Social Media,45-54,Inactive
USR004177,India,Tamil,2025-03-02,Organic Search,18-24,Active
USR004178,India,English,2025-03-15,Social Media,18-24,Inactive
USR004179,Canada,Bengali,2025-06-18,Partner Bundle,25-34,Active
USR004180,Germany,German,2025-08-24,Referral,25-34,Active
USR004181,Brazil,English,2025-02-14,Partner Bundle,45-54,Active
USR004182,India,English,2025-05-13,Organic Search,25-34,Active
USR004183,UAE,Spanish,2025-05-29,Partner Bundle,25-34,Active
USR004184,United States,Tamil,2025-01-20,Paid Ads,25-34,Active
USR004185,India,Hindi,2025-02-27,Organic Search,45-54,Active
USR004186,Brazil,Bengali,2025-07-11,Referral,25-34,Inactive
USR004187,India,Telugu,2025-01-13,App Store,45-54,Active
USR004188,Australia,Hindi,2025-02-09,Organic Search,25-34,Inactive
USR004189,Germany,English,2025-08-16,Referral,25-34,Active
USR004190,United States,Telugu,2025-04-30,Paid Ads,25-34,Active
USR004191,Canada,Telugu,2025-02-24,Social Media,25-34,Active
USR004192,United Kingdom,Spanish,2025-03-16,Referral,25-34,Active
USR004193,India,Bengali,2025-05-19,App Store,18-24,Inactive
USR004194,Germany,Bengali,2025-06-29,Partner Bundle,45-54,Active
USR004195,Singapore,German,2025-06-30,Referral,25-34,Active
USR004196,United States,Telugu,2025-02-05,Paid Ads,25-34,Active
USR004197,Brazil,Spanish,2025-04-11,Social Media,25-34,Active
USR004198,United States,Tamil,2025-03-04,Social Media,35-44,Active
USR004199,United States,Spanish,2025-02-23,App Store,35-44,Active
USR004200,Canada,Portuguese,2025-04-08,Organic Search,35-44,Active
USR004201,India,Telugu,2025-05-15,Organic Search,25-34,Active
USR004202,UAE,English,2025-02-20,Organic Search,18-24,Active
USR004203,Germany,Bengali,2025-02-23,Organic Search,18-24,Active
USR004204,UAE,Portuguese,2025-03-29,Paid Ads,18-24,Inactive
USR004205,United Kingdom,Hindi,2025-07-13,Partner Bundle,25-34,Active
USR004206,UAE,English,2025-04-24,Organic Search,25-34,Active
USR004207,Canada,French,2025-02-16,Organic Search,55+,Active
USR004208,United States,Portuguese,2025-07-05,Partner Bundle,18-24,Active
USR004209,Singapore,Tamil,2025-04-01,Referral,35-44,Active
USR004210,United States,Bengali,2025-04-14,App Store,25-34,Active
USR004211,United States,Telugu,2025-04-23,Partner Bundle,18-24,Active
USR004212,India,German,2025-02-25,Partner Bundle,55+,Inactive
USR004213,Singapore,German,2025-02-15,Social Media,45-54,Active
USR004214,India,Tamil,2025-01-13,Social Media,25-34,Inactive
USR004215,India,Tamil,2025-01-09,Paid Ads,25-34,Active
USR004216,India,German,2025-05-24,Referral,25-34,Active
USR004217,United States,Bengali,2025-03-23,Paid Ads,25-34,Inactive
USR004218,India,Spanish,2025-01-02,Referral,25-34,Active
USR004219,Australia,Portuguese,2025-08-18,Referral,25-34,Active
USR004220,India,German,2025-06-07,Social Media,25-34,Inactive
USR004221,Australia,Portuguese,2025-03-23,Referral,25-34,Active
USR004222,India,German,2025-07-28,Organic Search,25-34,Active
USR004223,India,Spanish,2025-05-29,Social Media,18-24,Active
USR004224,Germany,Portuguese,2025-04-09,Paid Ads,35-44,Inactive
USR004225,United States,Hindi,2025-01-28,Paid Ads,45-54,Active
USR004226,India,German,2025-04-02,Referral,55+,Inactive
USR004227,Brazil,Spanish,2025-04-03,Paid Ads,25-34,Active
USR004228,India,Telugu,2025-03-05,Social Media,25-34,Active
USR004229,India,French,2025-04-27,Referral,55+,Active
USR004230,United States,Bengali,2025-06-10,Organic Search,25-34,Active
USR004231,India,English,2025-04-05,Referral,35-44,Active
USR004232,India,German,2025-01-27,Referral,45-54,Active
USR004233,France,Bengali,2025-02-19,Social Media,18-24,Active
USR004234,India,Hindi,2025-08-23,Organic Search,18-24,Active
USR004235,India,Tamil,2025-01-20,Paid Ads,25-34,Inactive
USR004236,UAE,Telugu,2025-04-18,Social Media,25-34,Active
USR004237,United States,Tamil,2025-03-26,Organic Search,18-24,Inactive
USR004238,India,Spanish,2025-05-18,Partner Bundle,25-34,Active
USR004239,United Kingdom,Tamil,2025-04-20,Partner Bundle,18-24,Active
USR004240,India,Telugu,2025-04-08,Organic Search,45-54,Active
USR004241,United States,Spanish,2025-06-25,Paid Ads,25-34,Active
USR004242,United Kingdom,Hindi,2025-05-18,Referral,18-24,Active
USR004243,Brazil,Spanish,2025-04-12,Social Media,25-34,Active
USR004244,India,English,2025-04-27,Paid Ads,25-34,Inactive
USR004245,Germany,Telugu,2025-07-20,Social Media,25-34,Active
USR004246,India,French,2025-04-15,Partner Bundle,25-34,Inactive
USR004247,United States,Spanish,2025-07-01,Paid Ads,55+,Active
USR004248,India,Tamil,2025-07-01,Referral,25-34,Active
USR004249,United States,Spanish,2025-02-19,Social Media,35-44,Active
USR004250,United States,Spanish,2025-02-20,Organic Search,35-44,Active
USR004251,Brazil,Portuguese,2025-05-10,Organic Search,25-34,Active
USR004252,Singapore,Hindi,2025-07-12,Organic Search,55+,Active
USR004253,United Kingdom,German,2025-03-07,Organic Search,35-44,Active
USR004254,India,Hindi,2025-05-10,Organic Search,18-24,Inactive
USR004255,United Kingdom,Tamil,2025-05-20,Organic Search,25-34,Active
USR004256,Germany,French,2025-01-11,App Store,18-24,Active
USR004257,India,Telugu,2025-05-25,Referral,25-34,Active
USR004258,United States,English,2025-03-07,Paid Ads,25-34,Active
USR004259,India,Bengali,2025-04-17,Organic Search,35-44,Inactive
USR004260,India,Hindi,2025-01-21,App Store,25-34,Active
